UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
2,Exp_20260317_104547,1,midair,40.0,20.0,18.84,1.16,1.077
2,Exp_20260317_104547,2,midair,0.0,20.0,19.51,0.49,0.756
2,Exp_20260317_104547,3,midair,30.0,50.0,48.10,1.90,0.722
2,Exp_20260317_104547,4,midair,10.0,30.0,29.38,0.62,0.645
2,Exp_20260317_104547,5,midair,40.0,30.0,28.41,1.59,0.611
2,Exp_20260317_104547,6,midair,40.0,20.0,20.65,0.65,0.879
2,Exp_20260317_104547,7,midair,50.0,40.0,39.06,0.94,0.644
2,Exp_20260317_104547,8,midair,50.0,30.0,30.50,0.50,0.744
2,Exp_20260317_104547,9,midair,30.0,0.0,1.24,1.24,1.043
2,Exp_20260317_104547,10,midair,20.0,10.0,8.16,1.84,0.591
2,Exp_20260317_104547,11,midair,0.0,40.0,34.67,5.33,0.700
2,Exp_20260317_104547,12,midair,30.0,0.0,-1.92,1.92,1.445
2,Exp_20260317_104547,13,midair,0.0,20.0,17.43,2.57,0.856
2,Exp_20260317_104547,14,midair,10.0,50.0,45.90,4.10,0.800
2,Exp_20260317_104547,15,midair,30.0,40.0,40.21,0.21,0.578
2,Exp_20260317_104547,16,midair,0.0,10.0,7.93,2.07,0.723
2,Exp_20260317_104547,17,midair,20.0,0.0,-0.27,0.27,1.011
2,Exp_20260317_104547,18,midair,40.0,0.0,2.44,2.44,0.955
2,Exp_20260317_104547,19,midair,0.0,50.0,51.38,1.38,1.011
2,Exp_20260317_104547,20,midair,30.0,50.0,50.39,0.39,0.533
2,Exp_20260317_104547,21,midair,10.0,0.0,1.63,1.63,0.522
2,Exp_20260317_104547,22,midair,20.0,50.0,49.68,0.32,0.567
2,Exp_20260317_104547,23,midair,20.0,30.0,31.72,1.72,0.632
2,Exp_20260317_104547,24,midair,30.0,0.0,0.41,0.41,0.744
2,Exp_20260317_104547,25,midair,40.0,10.0,8.49,1.51,0.821
2,Exp_20260317_104547,26,midair,10.0,20.0,20.09,0.09,0.478
2,Exp_20260317_104547,27,midair,20.0,30.0,30.99,0.99,0.511
2,Exp_20260317_104547,28,midair,10.0,0.0,-1.17,1.17,0.582
2,Exp_20260317_104547,29,midair,40.0,30.0,28.58,1.42,0.522
2,Exp_20260317_104547,30,midair,50.0,30.0,30.12,0.12,0.830
2,Exp_20260317_104547,31,midair,50.0,20.0,20.84,0.84,0.900
2,Exp_20260317_104547,32,midair,30.0,20.0,20.67,0.67,0.499
2,Exp_20260317_104547,33,midair,0.0,50.0,47.60,2.40,1.056
2,Exp_20260317_104547,34,midair,30.0,20.0,19.58,0.42,0.600
2,Exp_20260317_104547,35,midair,20.0,0.0,0.00,0.00,0.844
2,Exp_20260317_104547,36,midair,20.0,40.0,40.71,0.71,0.742
2,Exp_20260317_104547,37,midair,20.0,0.0,0.59,0.59,0.722
2,Exp_20260317_104547,38,midair,10.0,40.0,40.60,0.60,0.611
2,Exp_20260317_104547,39,midair,30.0,10.0,13.16,3.16,0.522
2,Exp_20260317_104547,40,midair,30.0,20.0,21.82,1.82,0.559
2,Exp_20260317_104547,41,midair,20.0,10.0,7.96,2.04,0.644
2,Exp_20260317_104547,42,midair,50.0,30.0,32.50,2.50,0.999
2,Exp_20260317_104547,43,midair,50.0,10.0,13.38,3.38,1.215
2,Exp_20260317_104547,44,midair,50.0,10.0,11.33,1.33,1.222
2,Exp_20260317_104547,45,midair,50.0,40.0,40.25,0.25,0.643
2,Exp_20260317_104547,46,midair,30.0,40.0,39.44,0.56,0.548
2,Exp_20260317_104547,47,midair,50.0,0.0,1.03,1.03,1.300
2,Exp_20260317_104547,48,midair,40.0,10.0,8.73,1.27,1.273
2,Exp_20260317_104547,49,midair,20.0,50.0,49.01,0.99,1.041
2,Exp_20260317_104547,50,midair,0.0,30.0,29.81,0.19,0.752
2,Exp_20260317_104547,51,midair,40.0,20.0,19.60,0.40,0.808
2,Exp_20260317_104547,52,midair,0.0,40.0,40.72,0.72,1.169
2,Exp_20260317_104547,53,midair,40.0,50.0,49.86,0.14,0.611
2,Exp_20260317_104547,54,midair,0.0,20.0,19.75,0.25,0.799
2,Exp_20260317_104547,55,midair,50.0,40.0,40.16,0.16,0.611
2,Exp_20260317_104547,56,midair,10.0,20.0,20.62,0.62,0.477
2,Exp_20260317_104547,57,midair,0.0,10.0,10.37,0.37,0.611
2,Exp_20260317_104547,58,midair,20.0,30.0,29.86,0.14,0.666
2,Exp_20260317_104547,59,midair,0.0,30.0,26.86,3.14,1.032
2,Exp_20260317_104547,60,midair,10.0,0.0,-0.24,0.24,0.563
2,Exp_20260317_104547,61,midair,0.0,30.0,28.96,1.04,0.889
2,Exp_20260317_104547,62,midair,10.0,50.0,46.10,3.90,1.108
2,Exp_20260317_104547,63,midair,20.0,10.0,10.96,0.96,0.799
2,Exp_20260317_104547,64,midair,40.0,30.0,29.08,0.92,0.614
2,Exp_20260317_104547,65,midair,50.0,0.0,2.85,2.85,1.722
2,Exp_20260317_104547,66,midair,0.0,50.0,49.16,0.84,1.018
2,Exp_20260317_104547,67,midair,50.0,20.0,20.41,0.41,0.955
2,Exp_20260317_104547,68,midair,0.0,40.0,38.14,1.86,0.933
