UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
15,Exp_20260320_135831,1,0.012,20.15
15,Exp_20260320_135831,1,0.023,20.42
15,Exp_20260320_135831,1,0.034,20.83
15,Exp_20260320_135831,1,0.045,21.08
15,Exp_20260320_135831,1,0.056,21.29
15,Exp_20260320_135831,1,0.068,21.35
15,Exp_20260320_135831,1,0.079,21.35
15,Exp_20260320_135831,1,0.091,21.42
15,Exp_20260320_135831,1,0.105,21.45
15,Exp_20260320_135831,1,0.117,21.49
15,Exp_20260320_135831,1,0.124,21.43
15,Exp_20260320_135831,1,0.136,21.37
15,Exp_20260320_135831,1,0.147,21.34
15,Exp_20260320_135831,1,0.158,21.28
15,Exp_20260320_135831,1,0.169,21.04
15,Exp_20260320_135831,1,0.180,20.94
15,Exp_20260320_135831,1,0.192,20.78
15,Exp_20260320_135831,1,0.206,20.72
15,Exp_20260320_135831,1,0.213,20.61
15,Exp_20260320_135831,1,0.225,20.38
15,Exp_20260320_135831,1,0.236,20.15
15,Exp_20260320_135831,1,0.247,19.91
15,Exp_20260320_135831,1,0.258,19.82
15,Exp_20260320_135831,1,0.271,19.71
15,Exp_20260320_135831,1,0.280,19.50
15,Exp_20260320_135831,1,0.291,19.21
15,Exp_20260320_135831,1,0.303,18.92
15,Exp_20260320_135831,1,0.317,18.75
15,Exp_20260320_135831,1,0.325,18.54
15,Exp_20260320_135831,1,0.336,18.36
15,Exp_20260320_135831,1,0.347,17.99
15,Exp_20260320_135831,1,0.358,17.81
15,Exp_20260320_135831,1,0.369,17.66
15,Exp_20260320_135831,1,0.380,17.53
15,Exp_20260320_135831,1,0.391,17.40
15,Exp_20260320_135831,1,0.404,16.96
15,Exp_20260320_135831,1,0.417,16.77
15,Exp_20260320_135831,1,0.427,16.64
15,Exp_20260320_135831,1,0.435,16.37
15,Exp_20260320_135831,1,0.447,16.13
15,Exp_20260320_135831,1,0.462,15.92
15,Exp_20260320_135831,1,0.469,15.69
15,Exp_20260320_135831,1,0.480,15.48
15,Exp_20260320_135831,1,0.491,15.14
15,Exp_20260320_135831,1,0.502,14.89
15,Exp_20260320_135831,1,0.514,14.65
15,Exp_20260320_135831,1,0.528,14.38
15,Exp_20260320_135831,1,0.535,14.10
15,Exp_20260320_135831,1,0.547,13.89
15,Exp_20260320_135831,1,0.558,13.67
15,Exp_20260320_135831,1,0.569,13.51
15,Exp_20260320_135831,1,0.584,13.29
15,Exp_20260320_135831,1,0.591,13.10
15,Exp_20260320_135831,1,0.602,12.93
15,Exp_20260320_135831,1,0.614,12.72
15,Exp_20260320_135831,1,0.625,12.53
15,Exp_20260320_135831,1,0.640,12.32
15,Exp_20260320_135831,1,0.647,12.01
15,Exp_20260320_135831,1,0.658,11.76
15,Exp_20260320_135831,1,0.669,11.54
15,Exp_20260320_135831,1,0.680,11.38
15,Exp_20260320_135831,1,0.691,11.28
15,Exp_20260320_135831,1,0.702,11.01
15,Exp_20260320_135831,1,0.713,10.76
15,Exp_20260320_135831,1,0.725,10.54
15,Exp_20260320_135831,1,0.738,10.29
15,Exp_20260320_135831,1,0.750,10.04
15,Exp_20260320_135831,1,0.757,9.68
15,Exp_20260320_135831,1,0.769,9.30
15,Exp_20260320_135831,1,0.780,8.95
15,Exp_20260320_135831,1,0.791,8.53
15,Exp_20260320_135831,1,0.802,8.10
15,Exp_20260320_135831,1,0.813,7.79
15,Exp_20260320_135831,1,0.824,7.47
15,Exp_20260320_135831,1,0.836,7.02
15,Exp_20260320_135831,1,0.847,6.65
15,Exp_20260320_135831,1,0.860,6.27
15,Exp_20260320_135831,1,0.869,5.85
15,Exp_20260320_135831,1,0.881,5.51
15,Exp_20260320_135831,1,0.894,5.16
15,Exp_20260320_135831,1,0.902,4.83
