UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
8,Exp_20260318_103254,1,midair,10.0,50.0,48.43,1.57,1.822
8,Exp_20260318_103254,2,midair,10.0,0.0,1.20,1.20,1.122
8,Exp_20260318_103254,3,midair,40.0,50.0,49.07,0.93,0.688
8,Exp_20260318_103254,4,midair,50.0,20.0,20.44,0.44,1.354
8,Exp_20260318_103254,5,midair,10.0,30.0,29.85,0.15,1.047
8,Exp_20260318_103254,6,midair,40.0,10.0,12.26,2.26,1.086
8,Exp_20260318_103254,7,midair,40.0,0.0,1.48,1.48,2.080
8,Exp_20260318_103254,8,midair,20.0,10.0,10.42,0.42,1.267
8,Exp_20260318_103254,9,midair,20.0,10.0,11.78,1.78,1.047
8,Exp_20260318_103254,10,midair,0.0,40.0,37.77,2.23,0.804
8,Exp_20260318_103254,11,midair,30.0,0.0,0.45,0.45,1.290
8,Exp_20260318_103254,12,midair,30.0,40.0,39.03,0.97,1.222
8,Exp_20260318_103254,13,midair,10.0,50.0,48.66,1.34,1.666
8,Exp_20260318_103254,14,midair,40.0,50.0,50.40,0.40,1.002
8,Exp_20260318_103254,15,midair,50.0,40.0,40.50,0.50,0.723
8,Exp_20260318_103254,16,midair,50.0,20.0,20.68,0.68,1.390
8,Exp_20260318_103254,17,midair,20.0,0.0,3.98,3.98,0.944
8,Exp_20260318_103254,18,midair,0.0,20.0,19.97,0.03,1.079
8,Exp_20260318_103254,19,midair,50.0,10.0,12.92,2.92,1.510
8,Exp_20260318_103254,20,midair,30.0,0.0,3.53,3.53,0.844
8,Exp_20260318_103254,21,midair,20.0,30.0,30.01,0.01,0.765
8,Exp_20260318_103254,22,midair,30.0,10.0,10.45,0.45,0.590
8,Exp_20260318_103254,23,midair,40.0,10.0,14.73,4.73,0.426
8,Exp_20260318_103254,24,midair,30.0,20.0,19.84,0.16,0.821
8,Exp_20260318_103254,25,midair,30.0,40.0,39.42,0.58,0.602
8,Exp_20260318_103254,26,midair,30.0,50.0,49.27,0.73,1.132
8,Exp_20260318_103254,27,midair,50.0,30.0,33.03,3.03,0.999
8,Exp_20260318_103254,28,midair,40.0,50.0,51.69,1.69,0.802
8,Exp_20260318_103254,29,midair,20.0,40.0,39.64,0.36,1.122
8,Exp_20260318_103254,30,midair,20.0,30.0,31.27,1.27,1.024
8,Exp_20260318_103254,31,midair,40.0,30.0,31.24,1.24,0.839
8,Exp_20260318_103254,32,midair,0.0,20.0,19.31,0.69,1.002
8,Exp_20260318_103254,33,midair,50.0,10.0,13.72,3.72,0.922
8,Exp_20260318_103254,34,midair,10.0,50.0,49.02,0.98,1.710
8,Exp_20260318_103254,35,midair,40.0,0.0,0.76,0.76,1.366
8,Exp_20260318_103254,36,midair,20.0,0.0,0.92,0.92,0.940
8,Exp_20260318_103254,37,midair,0.0,30.0,28.98,1.02,1.329
8,Exp_20260318_103254,38,midair,0.0,20.0,21.14,1.14,0.707
8,Exp_20260318_103254,39,midair,10.0,30.0,29.18,0.82,0.955
8,Exp_20260318_103254,40,midair,10.0,0.0,1.81,1.81,0.822
8,Exp_20260318_103254,41,midair,0.0,50.0,47.67,2.33,1.465
8,Exp_20260318_103254,42,midair,50.0,30.0,30.28,0.28,1.366
8,Exp_20260318_103254,43,midair,0.0,10.0,11.42,1.42,0.526
8,Exp_20260318_103254,44,midair,40.0,30.0,30.97,0.97,0.822
8,Exp_20260318_103254,45,midair,20.0,40.0,39.96,0.04,0.922
8,Exp_20260318_103254,46,midair,40.0,20.0,22.09,2.09,0.585
8,Exp_20260318_103254,47,midair,10.0,40.0,38.21,1.79,2.110
