UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
3,Exp_20260317_131856,1,midair,20.0,30.0,29.60,0.40,0.491
3,Exp_20260317_131856,2,midair,20.0,10.0,10.80,0.80,0.426
3,Exp_20260317_131856,3,midair,50.0,30.0,34.11,4.11,0.446
3,Exp_20260317_131856,4,midair,30.0,10.0,11.45,1.45,0.703
3,Exp_20260317_131856,5,midair,10.0,0.0,0.29,0.29,0.611
3,Exp_20260317_131856,6,midair,30.0,20.0,17.21,2.79,0.399
3,Exp_20260317_131856,7,midair,30.0,0.0,2.09,2.09,0.806
3,Exp_20260317_131856,8,midair,10.0,50.0,50.36,0.36,0.547
3,Exp_20260317_131856,9,midair,20.0,50.0,52.34,2.34,0.805
3,Exp_20260317_131856,10,midair,0.0,50.0,52.57,2.57,0.586
3,Exp_20260317_131856,11,midair,10.0,30.0,32.77,2.77,0.333
3,Exp_20260317_131856,12,midair,30.0,20.0,19.06,0.94,0.266
3,Exp_20260317_131856,13,midair,30.0,50.0,51.78,1.78,0.322
3,Exp_20260317_131856,14,midair,40.0,10.0,10.65,0.65,0.778
3,Exp_20260317_131856,15,midair,0.0,40.0,38.93,1.07,0.800
3,Exp_20260317_131856,16,midair,0.0,30.0,27.92,2.08,0.734
3,Exp_20260317_131856,17,midair,40.0,50.0,54.02,4.02,0.422
3,Exp_20260317_131856,18,midair,0.0,30.0,29.14,0.86,0.622
3,Exp_20260317_131856,19,midair,40.0,30.0,30.09,0.09,0.596
3,Exp_20260317_131856,20,midair,20.0,40.0,36.52,3.48,0.444
3,Exp_20260317_131856,21,midair,20.0,0.0,2.42,2.42,0.658
3,Exp_20260317_131856,22,midair,10.0,20.0,20.14,0.14,0.950
3,Exp_20260317_131856,23,midair,10.0,30.0,29.13,0.87,0.711
3,Exp_20260317_131856,24,midair,50.0,40.0,39.96,0.04,0.603
3,Exp_20260317_131856,25,midair,50.0,20.0,18.55,1.45,0.722
3,Exp_20260317_131856,26,midair,30.0,20.0,18.93,1.07,0.480
3,Exp_20260317_131856,27,midair,40.0,20.0,22.40,2.40,0.855
3,Exp_20260317_131856,28,midair,30.0,40.0,39.90,0.10,0.677
3,Exp_20260317_131856,29,midair,40.0,10.0,14.44,4.44,0.814
3,Exp_20260317_131856,30,midair,0.0,20.0,20.44,0.44,0.456
3,Exp_20260317_131856,31,midair,40.0,0.0,1.98,1.98,1.033
3,Exp_20260317_131856,32,midair,50.0,10.0,12.24,2.24,1.059
3,Exp_20260317_131856,33,midair,20.0,40.0,40.85,0.85,0.492
3,Exp_20260317_131856,34,midair,20.0,30.0,33.31,3.31,0.333
3,Exp_20260317_131856,35,midair,50.0,20.0,21.82,1.82,0.854
3,Exp_20260317_131856,36,midair,0.0,10.0,12.25,2.25,0.445
3,Exp_20260317_131856,37,midair,50.0,0.0,2.53,2.53,1.022
3,Exp_20260317_131856,38,midair,0.0,40.0,41.11,1.11,0.726
3,Exp_20260317_131856,39,midair,20.0,10.0,13.31,3.31,0.379
3,Exp_20260317_131856,40,midair,0.0,30.0,29.65,0.35,0.733
3,Exp_20260317_131856,41,midair,20.0,0.0,-0.20,0.20,0.722
3,Exp_20260317_131856,42,midair,40.0,50.0,48.10,1.90,0.524
3,Exp_20260317_131856,43,midair,20.0,50.0,48.75,1.25,0.682
3,Exp_20260317_131856,44,midair,0.0,20.0,19.44,0.56,0.503
3,Exp_20260317_131856,45,midair,30.0,10.0,11.91,1.91,0.688
3,Exp_20260317_131856,46,midair,30.0,50.0,50.36,0.36,0.734
3,Exp_20260317_131856,47,midair,0.0,10.0,9.88,0.12,0.800
3,Exp_20260317_131856,48,midair,20.0,50.0,49.88,0.12,0.910
3,Exp_20260317_131856,49,midair,10.0,30.0,28.45,1.55,0.676
3,Exp_20260317_131856,50,midair,20.0,40.0,37.57,2.43,0.366
3,Exp_20260317_131856,51,midair,50.0,40.0,47.52,7.52,0.186
3,Exp_20260317_131856,52,midair,20.0,10.0,10.11,0.11,0.602
3,Exp_20260317_131856,53,midair,0.0,20.0,13.96,6.04,0.333
3,Exp_20260317_131856,54,midair,10.0,40.0,40.14,0.14,0.472
3,Exp_20260317_131856,55,midair,0.0,10.0,8.77,1.23,0.772
3,Exp_20260317_131856,56,midair,50.0,10.0,6.50,3.50,0.690
3,Exp_20260317_131856,57,midair,40.0,0.0,9.12,9.12,0.600
3,Exp_20260317_131856,58,midair,40.0,0.0,5.67,5.67,0.516
3,Exp_20260317_131856,59,midair,10.0,20.0,19.42,0.58,0.544
3,Exp_20260317_131856,60,midair,50.0,0.0,1.02,1.02,1.289
3,Exp_20260317_131856,61,midair,20.0,30.0,33.70,3.70,0.350
3,Exp_20260317_131856,62,midair,30.0,0.0,5.21,5.21,1.046
3,Exp_20260317_131856,63,midair,0.0,50.0,48.62,1.38,0.555
3,Exp_20260317_131856,64,midair,50.0,40.0,36.46,3.54,0.345
3,Exp_20260317_131856,65,midair,30.0,0.0,1.48,1.48,0.803
3,Exp_20260317_131856,66,midair,30.0,50.0,49.53,0.47,0.789
3,Exp_20260317_131856,67,midair,50.0,30.0,29.48,0.52,1.145
3,Exp_20260317_131856,68,midair,10.0,0.0,-0.28,0.28,1.056
3,Exp_20260317_131856,69,midair,10.0,20.0,20.07,0.07,0.781
3,Exp_20260317_131856,70,midair,40.0,30.0,29.61,0.39,1.421
3,Exp_20260317_131856,71,midair,30.0,40.0,39.85,0.15,0.736
3,Exp_20260317_131856,72,midair,50.0,20.0,20.91,0.91,2.032
3,Exp_20260317_131856,73,midair,10.0,0.0,-0.19,0.19,0.966
3,Exp_20260317_131856,74,midair,10.0,40.0,40.23,0.23,0.847
3,Exp_20260317_131856,75,midair,30.0,10.0,10.67,0.67,1.496
3,Exp_20260317_131856,76,midair,50.0,0.0,-0.18,0.18,0.958
3,Exp_20260317_131856,77,midair,50.0,10.0,10.04,0.04,1.069
3,Exp_20260317_131856,78,midair,20.0,0.0,1.74,1.74,1.176
3,Exp_20260317_131856,79,midair,10.0,50.0,49.35,0.65,0.744
3,Exp_20260317_131856,80,midair,0.0,50.0,48.82,1.18,0.704
