UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
4,Exp_20260317_144614,1,0.011,-9.70
4,Exp_20260317_144614,1,0.022,-9.40
4,Exp_20260317_144614,1,0.025,-9.33
4,Exp_20260317_144614,1,0.044,-8.77
4,Exp_20260317_144614,1,0.057,-8.42
4,Exp_20260317_144614,1,0.066,-8.15
4,Exp_20260317_144614,1,0.083,-7.63
4,Exp_20260317_144614,1,0.099,-6.92
4,Exp_20260317_144614,1,0.120,-5.94
4,Exp_20260317_144614,1,0.137,-4.82
4,Exp_20260317_144614,1,0.157,-3.88
4,Exp_20260317_144614,1,0.177,-2.84
4,Exp_20260317_144614,1,0.180,-2.68
4,Exp_20260317_144614,1,0.200,-1.81
4,Exp_20260317_144614,1,0.211,-1.36
4,Exp_20260317_144614,1,0.222,-0.92
4,Exp_20260317_144614,1,0.233,-0.49
4,Exp_20260317_144614,1,0.244,-0.12
4,Exp_20260317_144614,1,0.255,0.24
4,Exp_20260317_144614,1,0.258,0.35
4,Exp_20260317_144614,1,0.277,0.86
4,Exp_20260317_144614,1,0.289,1.06
4,Exp_20260317_144614,1,0.299,1.22
4,Exp_20260317_144614,1,0.310,1.15
4,Exp_20260317_144614,1,0.322,1.23
4,Exp_20260317_144614,1,0.333,1.26
4,Exp_20260317_144614,1,0.336,1.17
4,Exp_20260317_144614,1,0.355,1.16
4,Exp_20260317_144614,1,0.367,1.16
4,Exp_20260317_144614,1,0.377,1.03
4,Exp_20260317_144614,1,0.388,1.01
4,Exp_20260317_144614,1,0.400,1.03
4,Exp_20260317_144614,1,0.411,1.06
4,Exp_20260317_144614,1,0.422,1.12
4,Exp_20260317_144614,1,0.433,1.19
4,Exp_20260317_144614,1,0.444,1.26
4,Exp_20260317_144614,1,0.455,1.37
4,Exp_20260317_144614,1,0.467,1.49
4,Exp_20260317_144614,1,0.470,1.57
4,Exp_20260317_144614,2,0.011,9.71
4,Exp_20260317_144614,2,0.022,9.39
4,Exp_20260317_144614,2,0.038,8.96
4,Exp_20260317_144614,2,0.048,8.54
4,Exp_20260317_144614,2,0.067,8.05
4,Exp_20260317_144614,2,0.078,7.72
4,Exp_20260317_144614,2,0.090,7.40
4,Exp_20260317_144614,2,0.106,7.23
4,Exp_20260317_144614,2,0.120,6.90
4,Exp_20260317_144614,2,0.138,6.07
4,Exp_20260317_144614,2,0.157,5.30
4,Exp_20260317_144614,2,0.161,5.03
4,Exp_20260317_144614,2,0.178,4.37
4,Exp_20260317_144614,2,0.189,3.85
4,Exp_20260317_144614,2,0.201,3.32
4,Exp_20260317_144614,2,0.211,2.83
4,Exp_20260317_144614,2,0.222,2.43
4,Exp_20260317_144614,2,0.233,2.12
4,Exp_20260317_144614,2,0.236,2.01
4,Exp_20260317_144614,2,0.256,1.55
4,Exp_20260317_144614,2,0.267,1.43
4,Exp_20260317_144614,2,0.278,1.32
4,Exp_20260317_144614,2,0.289,1.26
4,Exp_20260317_144614,2,0.300,1.29
4,Exp_20260317_144614,2,0.311,1.25
4,Exp_20260317_144614,2,0.322,1.23
4,Exp_20260317_144614,2,0.333,1.20
4,Exp_20260317_144614,2,0.344,1.13
4,Exp_20260317_144614,2,0.356,1.08
4,Exp_20260317_144614,2,0.367,0.99
4,Exp_20260317_144614,2,0.378,0.82
4,Exp_20260317_144614,2,0.389,0.64
4,Exp_20260317_144614,2,0.400,0.42
4,Exp_20260317_144614,2,0.411,0.26
4,Exp_20260317_144614,2,0.423,0.09
4,Exp_20260317_144614,2,0.434,-0.05
4,Exp_20260317_144614,2,0.445,-0.22
4,Exp_20260317_144614,2,0.456,-0.38
4,Exp_20260317_144614,2,0.467,-0.47
4,Exp_20260317_144614,2,0.478,-0.58
4,Exp_20260317_144614,2,0.489,-0.63
4,Exp_20260317_144614,2,0.500,-0.60
4,Exp_20260317_144614,2,0.512,-0.60
4,Exp_20260317_144614,2,0.523,-0.64
4,Exp_20260317_144614,2,0.533,-0.69
4,Exp_20260317_144614,2,0.544,-0.76
