UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
2,Exp_20260317_104547,1,0.011,19.98
2,Exp_20260317_104547,1,0.022,19.85
2,Exp_20260317_104547,1,0.034,19.70
2,Exp_20260317_104547,1,0.045,19.53
2,Exp_20260317_104547,1,0.056,19.33
2,Exp_20260317_104547,1,0.073,19.20
2,Exp_20260317_104547,1,0.088,18.89
2,Exp_20260317_104547,1,0.104,18.33
2,Exp_20260317_104547,1,0.128,17.54
2,Exp_20260317_104547,1,0.139,16.78
2,Exp_20260317_104547,1,0.146,16.52
2,Exp_20260317_104547,1,0.166,15.50
2,Exp_20260317_104547,1,0.177,14.95
2,Exp_20260317_104547,1,0.188,14.26
2,Exp_20260317_104547,1,0.199,13.64
2,Exp_20260317_104547,1,0.210,12.95
2,Exp_20260317_104547,1,0.221,12.25
2,Exp_20260317_104547,1,0.232,11.60
2,Exp_20260317_104547,1,0.243,11.06
2,Exp_20260317_104547,1,0.255,10.63
2,Exp_20260317_104547,1,0.266,10.24
2,Exp_20260317_104547,1,0.276,9.86
2,Exp_20260317_104547,1,0.288,9.57
2,Exp_20260317_104547,1,0.299,9.20
2,Exp_20260317_104547,1,0.310,8.86
2,Exp_20260317_104547,1,0.314,8.72
2,Exp_20260317_104547,1,0.332,8.28
2,Exp_20260317_104547,1,0.335,8.19
2,Exp_20260317_104547,1,0.355,7.91
2,Exp_20260317_104547,1,0.366,7.73
2,Exp_20260317_104547,1,0.378,7.56
2,Exp_20260317_104547,1,0.388,7.32
2,Exp_20260317_104547,1,0.399,7.08
2,Exp_20260317_104547,1,0.411,6.88
2,Exp_20260317_104547,1,0.421,6.80
2,Exp_20260317_104547,1,0.432,6.65
2,Exp_20260317_104547,1,0.443,6.46
2,Exp_20260317_104547,1,0.454,6.29
2,Exp_20260317_104547,1,0.465,6.04
2,Exp_20260317_104547,1,0.477,5.76
2,Exp_20260317_104547,1,0.488,5.51
2,Exp_20260317_104547,1,0.499,5.28
2,Exp_20260317_104547,1,0.503,5.20
2,Exp_20260317_104547,1,0.521,4.94
2,Exp_20260317_104547,1,0.532,4.77
2,Exp_20260317_104547,1,0.543,4.66
2,Exp_20260317_104547,1,0.554,4.62
2,Exp_20260317_104547,1,0.566,4.55
2,Exp_20260317_104547,1,0.577,4.49
2,Exp_20260317_104547,1,0.588,4.43
2,Exp_20260317_104547,1,0.600,4.37
2,Exp_20260317_104547,1,0.610,4.31
2,Exp_20260317_104547,1,0.621,4.24
2,Exp_20260317_104547,1,0.625,4.21
2,Exp_20260317_104547,1,0.644,4.12
2,Exp_20260317_104547,1,0.655,4.03
2,Exp_20260317_104547,1,0.666,3.97
2,Exp_20260317_104547,1,0.677,3.92
2,Exp_20260317_104547,1,0.689,3.87
2,Exp_20260317_104547,1,0.700,3.83
2,Exp_20260317_104547,1,0.711,3.76
2,Exp_20260317_104547,1,0.721,3.74
2,Exp_20260317_104547,1,0.733,3.72
2,Exp_20260317_104547,1,0.744,3.70
2,Exp_20260317_104547,1,0.755,3.58
2,Exp_20260317_104547,1,0.767,3.47
2,Exp_20260317_104547,1,0.778,3.33
2,Exp_20260317_104547,1,0.788,3.14
2,Exp_20260317_104547,1,0.799,2.95
2,Exp_20260317_104547,1,0.811,2.76
2,Exp_20260317_104547,1,0.821,2.52
2,Exp_20260317_104547,1,0.833,2.31
2,Exp_20260317_104547,1,0.844,2.08
2,Exp_20260317_104547,1,0.856,1.94
2,Exp_20260317_104547,1,0.866,1.85
2,Exp_20260317_104547,1,0.877,1.71
2,Exp_20260317_104547,1,0.888,1.55
2,Exp_20260317_104547,1,0.900,1.38
2,Exp_20260317_104547,1,0.910,1.23
2,Exp_20260317_104547,1,0.922,1.07
2,Exp_20260317_104547,1,0.933,0.90
2,Exp_20260317_104547,1,0.943,0.77
2,Exp_20260317_104547,1,0.955,0.69
2,Exp_20260317_104547,1,0.966,0.57
2,Exp_20260317_104547,1,0.977,0.44
2,Exp_20260317_104547,1,0.988,0.29
2,Exp_20260317_104547,1,0.999,0.12
2,Exp_20260317_104547,1,1.010,-0.04
2,Exp_20260317_104547,1,1.021,-0.22
2,Exp_20260317_104547,1,1.033,-0.42
2,Exp_20260317_104547,1,1.044,-0.62
2,Exp_20260317_104547,1,1.047,-0.73
2,Exp_20260317_104547,1,1.066,-1.02
2,Exp_20260317_104547,1,1.077,-1.16
2,Exp_20260317_104547,2,0.011,-19.75
2,Exp_20260317_104547,2,0.029,-19.46
2,Exp_20260317_104547,2,0.038,-19.16
2,Exp_20260317_104547,2,0.056,-18.89
2,Exp_20260317_104547,2,0.073,-18.77
2,Exp_20260317_104547,2,0.085,-18.61
2,Exp_20260317_104547,2,0.094,-18.31
2,Exp_20260317_104547,2,0.115,-17.90
2,Exp_20260317_104547,2,0.119,-17.74
2,Exp_20260317_104547,2,0.134,-17.21
2,Exp_20260317_104547,2,0.145,-16.80
2,Exp_20260317_104547,2,0.156,-16.37
2,Exp_20260317_104547,2,0.168,-15.94
2,Exp_20260317_104547,2,0.178,-15.57
2,Exp_20260317_104547,2,0.191,-15.02
2,Exp_20260317_104547,2,0.200,-14.61
2,Exp_20260317_104547,2,0.211,-14.11
2,Exp_20260317_104547,2,0.223,-13.55
2,Exp_20260317_104547,2,0.233,-13.17
2,Exp_20260317_104547,2,0.244,-12.69
2,Exp_20260317_104547,2,0.256,-12.15
2,Exp_20260317_104547,2,0.267,-11.57
2,Exp_20260317_104547,2,0.278,-10.96
2,Exp_20260317_104547,2,0.290,-10.37
2,Exp_20260317_104547,2,0.300,-9.64
2,Exp_20260317_104547,2,0.311,-8.91
2,Exp_20260317_104547,2,0.323,-8.17
2,Exp_20260317_104547,2,0.333,-7.58
2,Exp_20260317_104547,2,0.344,-6.96
2,Exp_20260317_104547,2,0.356,-6.40
2,Exp_20260317_104547,2,0.367,-5.97
2,Exp_20260317_104547,2,0.378,-5.49
2,Exp_20260317_104547,2,0.391,-5.01
2,Exp_20260317_104547,2,0.401,-4.67
2,Exp_20260317_104547,2,0.411,-4.29
2,Exp_20260317_104547,2,0.415,-4.16
2,Exp_20260317_104547,2,0.433,-3.41
2,Exp_20260317_104547,2,0.444,-3.00
2,Exp_20260317_104547,2,0.456,-2.54
2,Exp_20260317_104547,2,0.466,-2.04
2,Exp_20260317_104547,2,0.478,-1.56
2,Exp_20260317_104547,2,0.489,-1.04
2,Exp_20260317_104547,2,0.500,-0.60
2,Exp_20260317_104547,2,0.511,-0.24
2,Exp_20260317_104547,2,0.522,0.11
2,Exp_20260317_104547,2,0.534,0.31
2,Exp_20260317_104547,2,0.544,0.47
2,Exp_20260317_104547,2,0.556,0.57
2,Exp_20260317_104547,2,0.567,0.43
2,Exp_20260317_104547,2,0.578,0.41
2,Exp_20260317_104547,2,0.590,0.38
2,Exp_20260317_104547,2,0.600,0.19
2,Exp_20260317_104547,2,0.612,0.08
2,Exp_20260317_104547,2,0.622,-0.04
2,Exp_20260317_104547,2,0.635,-0.18
2,Exp_20260317_104547,2,0.656,-0.32
2,Exp_20260317_104547,2,0.659,-0.29
2,Exp_20260317_104547,2,0.677,-0.38
2,Exp_20260317_104547,2,0.689,-0.41
2,Exp_20260317_104547,2,0.700,-0.44
2,Exp_20260317_104547,2,0.711,-0.44
2,Exp_20260317_104547,2,0.722,-0.48
2,Exp_20260317_104547,2,0.725,-0.47
2,Exp_20260317_104547,2,0.744,-0.47
2,Exp_20260317_104547,2,0.756,-0.49
2,Exp_20260317_104547,3,0.019,-19.72
2,Exp_20260317_104547,3,0.028,-19.29
2,Exp_20260317_104547,3,0.038,-18.51
2,Exp_20260317_104547,3,0.055,-17.52
2,Exp_20260317_104547,3,0.066,-16.84
2,Exp_20260317_104547,3,0.069,-16.67
2,Exp_20260317_104547,3,0.088,-15.54
2,Exp_20260317_104547,3,0.100,-14.86
2,Exp_20260317_104547,3,0.113,-14.15
2,Exp_20260317_104547,3,0.133,-13.19
2,Exp_20260317_104547,3,0.150,-12.70
2,Exp_20260317_104547,3,0.162,-12.01
2,Exp_20260317_104547,3,0.181,-11.35
2,Exp_20260317_104547,3,0.192,-10.73
2,Exp_20260317_104547,3,0.202,-10.47
2,Exp_20260317_104547,3,0.258,-9.17
2,Exp_20260317_104547,3,0.278,-8.51
2,Exp_20260317_104547,3,0.289,-8.13
2,Exp_20260317_104547,3,0.299,-7.68
2,Exp_20260317_104547,3,0.311,-7.22
2,Exp_20260317_104547,3,0.321,-6.70
2,Exp_20260317_104547,3,0.333,-6.11
2,Exp_20260317_104547,3,0.344,-5.59
2,Exp_20260317_104547,3,0.355,-5.04
2,Exp_20260317_104547,3,0.366,-4.59
