UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
14,Exp_20260319_162719,1,0.012,-29.96
14,Exp_20260319_162719,1,0.022,-29.89
14,Exp_20260319_162719,1,0.040,-29.95
14,Exp_20260319_162719,1,0.050,-30.00
14,Exp_20260319_162719,1,0.061,-29.99
14,Exp_20260319_162719,1,0.067,-30.11
14,Exp_20260319_162719,1,0.078,-30.20
14,Exp_20260319_162719,1,0.089,-30.23
14,Exp_20260319_162719,1,0.100,-30.20
14,Exp_20260319_162719,1,0.111,-30.13
14,Exp_20260319_162719,1,0.122,-30.11
14,Exp_20260319_162719,1,0.135,-30.09
14,Exp_20260319_162719,1,0.144,-30.09
14,Exp_20260319_162719,1,0.156,-30.11
14,Exp_20260319_162719,1,0.167,-30.14
14,Exp_20260319_162719,1,0.178,-30.22
14,Exp_20260319_162719,1,0.189,-30.25
14,Exp_20260319_162719,1,0.200,-30.27
14,Exp_20260319_162719,1,0.212,-30.26
14,Exp_20260319_162719,1,0.222,-30.25
14,Exp_20260319_162719,1,0.234,-30.23
14,Exp_20260319_162719,1,0.244,-30.16
14,Exp_20260319_162719,1,0.255,-30.14
14,Exp_20260319_162719,1,0.267,-30.19
14,Exp_20260319_162719,1,0.278,-30.20
14,Exp_20260319_162719,1,0.289,-30.19
14,Exp_20260319_162719,1,0.300,-30.14
14,Exp_20260319_162719,1,0.311,-29.95
14,Exp_20260319_162719,1,0.323,-29.77
14,Exp_20260319_162719,1,0.333,-29.42
14,Exp_20260319_162719,1,0.344,-29.10
14,Exp_20260319_162719,1,0.356,-28.82
14,Exp_20260319_162719,1,0.367,-28.58
14,Exp_20260319_162719,1,0.377,-28.14
14,Exp_20260319_162719,1,0.388,-27.61
14,Exp_20260319_162719,1,0.400,-27.04
14,Exp_20260319_162719,1,0.411,-26.27
14,Exp_20260319_162719,1,0.422,-25.51
14,Exp_20260319_162719,1,0.433,-24.68
14,Exp_20260319_162719,1,0.444,-23.81
14,Exp_20260319_162719,1,0.455,-23.03
14,Exp_20260319_162719,1,0.467,-22.27
14,Exp_20260319_162719,1,0.478,-21.44
14,Exp_20260319_162719,1,0.489,-20.60
14,Exp_20260319_162719,1,0.503,-19.68
14,Exp_20260319_162719,1,0.516,-18.71
14,Exp_20260319_162719,1,0.522,-17.77
14,Exp_20260319_162719,1,0.533,-16.86
14,Exp_20260319_162719,1,0.544,-16.01
14,Exp_20260319_162719,1,0.555,-14.98
14,Exp_20260319_162719,1,0.566,-14.03
14,Exp_20260319_162719,1,0.578,-13.04
14,Exp_20260319_162719,1,0.589,-12.21
14,Exp_20260319_162719,1,0.602,-11.11
14,Exp_20260319_162719,1,0.610,-10.31
14,Exp_20260319_162719,1,0.622,-9.40
14,Exp_20260319_162719,1,0.633,-8.51
14,Exp_20260319_162719,1,0.650,-7.24
14,Exp_20260319_162719,1,0.664,-6.12
14,Exp_20260319_162719,1,0.676,-5.34
14,Exp_20260319_162719,1,0.687,-4.54
14,Exp_20260319_162719,1,0.698,-3.86
14,Exp_20260319_162719,1,0.709,-3.25
14,Exp_20260319_162719,1,0.720,-2.54
14,Exp_20260319_162719,1,0.731,-1.89
14,Exp_20260319_162719,1,0.742,-1.26
14,Exp_20260319_162719,1,0.753,-0.50
14,Exp_20260319_162719,1,0.764,0.08
14,Exp_20260319_162719,1,0.775,0.80
14,Exp_20260319_162719,1,0.786,1.39
14,Exp_20260319_162719,1,0.797,1.85
14,Exp_20260319_162719,1,0.809,2.32
14,Exp_20260319_162719,1,0.819,2.78
14,Exp_20260319_162719,1,0.830,3.17
14,Exp_20260319_162719,1,0.842,3.58
14,Exp_20260319_162719,1,0.853,3.76
14,Exp_20260319_162719,1,0.864,3.93
14,Exp_20260319_162719,1,0.875,4.06
14,Exp_20260319_162719,1,0.886,4.02
14,Exp_20260319_162719,1,0.897,4.03
14,Exp_20260319_162719,1,0.909,4.00
14,Exp_20260319_162719,1,0.920,3.83
14,Exp_20260319_162719,1,0.931,3.58
14,Exp_20260319_162719,1,0.942,3.41
14,Exp_20260319_162719,1,0.953,3.18
14,Exp_20260319_162719,1,0.968,2.65
14,Exp_20260319_162719,1,0.981,2.10
14,Exp_20260319_162719,1,0.994,1.72
14,Exp_20260319_162719,1,1.006,1.33
14,Exp_20260319_162719,1,1.020,0.79
14,Exp_20260319_162719,1,1.033,0.49
14,Exp_20260319_162719,1,1.042,0.19
14,Exp_20260319_162719,1,1.053,-0.14
14,Exp_20260319_162719,1,1.065,-0.40
14,Exp_20260319_162719,1,1.076,-0.62
14,Exp_20260319_162719,1,1.087,-0.78
14,Exp_20260319_162719,1,1.098,-0.99
14,Exp_20260319_162719,1,1.109,-1.15
14,Exp_20260319_162719,1,1.120,-1.21
14,Exp_20260319_162719,1,1.131,-1.33
14,Exp_20260319_162719,1,1.142,-1.40
14,Exp_20260319_162719,1,1.153,-1.23
14,Exp_20260319_162719,1,1.164,-1.18
14,Exp_20260319_162719,1,1.176,-1.11
14,Exp_20260319_162719,1,1.187,-1.00
14,Exp_20260319_162719,1,1.198,-0.92
14,Exp_20260319_162719,1,1.209,-0.84
14,Exp_20260319_162719,1,1.220,-0.73
14,Exp_20260319_162719,1,1.231,-0.60
14,Exp_20260319_162719,1,1.242,-0.39
14,Exp_20260319_162719,1,1.253,-0.10
14,Exp_20260319_162719,1,1.265,0.08
14,Exp_20260319_162719,1,1.276,0.27
14,Exp_20260319_162719,1,1.286,0.35
14,Exp_20260319_162719,1,1.298,0.43
14,Exp_20260319_162719,1,1.309,0.48
14,Exp_20260319_162719,1,1.320,0.38
14,Exp_20260319_162719,1,1.331,0.36
14,Exp_20260319_162719,1,1.342,0.30
14,Exp_20260319_162719,1,1.354,0.21
14,Exp_20260319_162719,1,1.365,0.28
14,Exp_20260319_162719,2,0.012,19.97
14,Exp_20260319_162719,2,0.024,19.94
14,Exp_20260319_162719,2,0.033,20.03
14,Exp_20260319_162719,2,0.048,19.92
14,Exp_20260319_162719,2,0.056,20.00
14,Exp_20260319_162719,2,0.067,20.07
14,Exp_20260319_162719,2,0.078,20.02
14,Exp_20260319_162719,2,0.090,19.94
14,Exp_20260319_162719,2,0.103,19.71
14,Exp_20260319_162719,2,0.111,19.50
14,Exp_20260319_162719,2,0.123,19.18
14,Exp_20260319_162719,2,0.136,18.69
14,Exp_20260319_162719,2,0.147,18.36
14,Exp_20260319_162719,2,0.158,18.04
14,Exp_20260319_162719,2,0.169,17.70
14,Exp_20260319_162719,2,0.180,17.14
14,Exp_20260319_162719,2,0.192,16.49
14,Exp_20260319_162719,2,0.205,16.01
14,Exp_20260319_162719,2,0.214,15.32
14,Exp_20260319_162719,2,0.225,14.66
14,Exp_20260319_162719,2,0.236,14.12
14,Exp_20260319_162719,2,0.250,13.17
14,Exp_20260319_162719,2,0.265,12.20
14,Exp_20260319_162719,2,0.279,11.39
14,Exp_20260319_162719,2,0.290,10.53
14,Exp_20260319_162719,2,0.301,10.09
14,Exp_20260319_162719,2,0.315,9.40
14,Exp_20260319_162719,2,0.323,8.88
14,Exp_20260319_162719,2,0.335,8.62
14,Exp_20260319_162719,2,0.346,8.13
14,Exp_20260319_162719,2,0.359,7.53
14,Exp_20260319_162719,2,0.368,7.26
14,Exp_20260319_162719,2,0.379,6.93
14,Exp_20260319_162719,2,0.391,6.58
14,Exp_20260319_162719,2,0.404,6.35
14,Exp_20260319_162719,2,0.417,6.09
14,Exp_20260319_162719,2,0.427,5.60
14,Exp_20260319_162719,2,0.438,5.09
14,Exp_20260319_162719,2,0.447,4.80
14,Exp_20260319_162719,2,0.461,4.49
14,Exp_20260319_162719,2,0.470,4.17
14,Exp_20260319_162719,2,0.481,3.57
14,Exp_20260319_162719,2,0.494,3.10
