UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
13,Exp_20260319_153805,1,midair,30.0,0.0,-1.25,1.25,1.788
13,Exp_20260319_153805,2,midair,0.0,30.0,29.48,0.52,1.387
13,Exp_20260319_153805,3,midair,40.0,0.0,-0.09,0.09,1.870
13,Exp_20260319_153805,4,midair,20.0,10.0,9.61,0.39,0.867
13,Exp_20260319_153805,5,midair,10.0,40.0,40.68,0.68,0.820
13,Exp_20260319_153805,6,midair,30.0,50.0,50.36,0.36,0.966
13,Exp_20260319_153805,7,midair,40.0,20.0,20.27,0.27,0.825
13,Exp_20260319_153805,8,midair,20.0,0.0,0.56,0.56,1.221
13,Exp_20260319_153805,9,midair,40.0,50.0,48.17,1.83,0.600
13,Exp_20260319_153805,10,midair,20.0,40.0,37.91,2.09,1.098
13,Exp_20260319_153805,11,midair,10.0,50.0,48.84,1.16,1.669
13,Exp_20260319_153805,12,midair,30.0,50.0,49.53,0.47,1.022
13,Exp_20260319_153805,13,midair,10.0,20.0,20.73,0.73,0.680
13,Exp_20260319_153805,14,midair,40.0,10.0,8.93,1.07,0.889
13,Exp_20260319_153805,15,midair,10.0,40.0,39.15,0.85,0.769
13,Exp_20260319_153805,16,midair,20.0,0.0,-0.66,0.66,1.371
13,Exp_20260319_153805,17,midair,10.0,30.0,30.66,0.66,0.899
13,Exp_20260319_153805,18,midair,0.0,10.0,10.58,0.58,0.644
13,Exp_20260319_153805,19,midair,50.0,10.0,9.04,0.96,0.822
13,Exp_20260319_153805,20,midair,30.0,0.0,-0.16,0.16,1.521
13,Exp_20260319_153805,21,midair,30.0,50.0,50.56,0.56,0.966
13,Exp_20260319_153805,22,midair,10.0,30.0,30.72,0.72,0.925
13,Exp_20260319_153805,23,midair,10.0,30.0,28.94,1.06,0.656
13,Exp_20260319_153805,24,midair,0.0,40.0,37.73,2.27,1.017
13,Exp_20260319_153805,25,midair,50.0,0.0,-0.21,0.21,1.560
13,Exp_20260319_153805,26,midair,50.0,40.0,40.12,0.12,0.743
13,Exp_20260319_153805,27,midair,0.0,10.0,10.51,0.51,0.882
13,Exp_20260319_153805,28,midair,0.0,50.0,48.23,1.77,1.520
13,Exp_20260319_153805,29,midair,0.0,20.0,20.13,0.13,0.899
13,Exp_20260319_153805,30,midair,10.0,0.0,-0.68,0.68,0.802
13,Exp_20260319_153805,31,midair,20.0,0.0,-1.71,1.71,0.822
13,Exp_20260319_153805,32,midair,50.0,20.0,19.53,0.47,1.047
13,Exp_20260319_153805,33,midair,30.0,20.0,19.60,0.40,0.669
13,Exp_20260319_153805,34,midair,0.0,30.0,30.21,0.21,0.818
13,Exp_20260319_153805,35,midair,30.0,40.0,39.89,0.11,0.722
13,Exp_20260319_153805,36,midair,40.0,50.0,52.03,2.03,0.780
13,Exp_20260319_153805,37,midair,10.0,0.0,-1.17,1.17,0.953
13,Exp_20260319_153805,38,midair,30.0,10.0,8.65,1.35,0.784
13,Exp_20260319_153805,39,midair,20.0,30.0,28.92,1.08,0.785
13,Exp_20260319_153805,40,midair,10.0,0.0,-0.21,0.21,0.699
13,Exp_20260319_153805,41,midair,40.0,30.0,29.83,0.17,0.599
13,Exp_20260319_153805,42,midair,50.0,30.0,28.76,1.24,0.700
13,Exp_20260319_153805,43,midair,50.0,40.0,40.18,0.18,0.567
13,Exp_20260319_153805,44,midair,30.0,40.0,39.23,0.77,0.662
13,Exp_20260319_153805,45,midair,30.0,40.0,39.34,0.67,0.644
13,Exp_20260319_153805,46,midair,40.0,0.0,1.56,1.56,1.223
13,Exp_20260319_153805,47,midair,50.0,40.0,41.58,1.58,0.578
13,Exp_20260319_153805,48,midair,50.0,0.0,-1.63,1.63,1.430
13,Exp_20260319_153805,49,midair,20.0,30.0,29.28,0.72,1.344
13,Exp_20260319_153805,50,midair,0.0,50.0,48.57,1.43,1.544
13,Exp_20260319_153805,51,midair,50.0,10.0,12.26,2.26,1.079
13,Exp_20260319_153805,52,midair,20.0,10.0,8.60,1.40,0.645
13,Exp_20260319_153805,53,midair,0.0,30.0,30.03,0.03,0.753
13,Exp_20260319_153805,54,midair,0.0,20.0,21.38,1.38,0.924
13,Exp_20260319_153805,55,midair,50.0,20.0,22.08,2.08,0.667
13,Exp_20260319_153805,56,midair,20.0,10.0,9.51,0.49,0.603
13,Exp_20260319_153805,57,midair,10.0,20.0,19.59,0.41,0.577
13,Exp_20260319_153805,58,midair,30.0,0.0,-0.31,0.31,0.943
13,Exp_20260319_153805,59,midair,20.0,40.0,39.46,0.54,0.744
13,Exp_20260319_153805,60,midair,10.0,20.0,20.58,0.58,0.682
13,Exp_20260319_153805,61,midair,20.0,30.0,31.59,1.59,0.944
13,Exp_20260319_153805,62,midair,30.0,10.0,10.68,0.68,0.930
13,Exp_20260319_153805,63,midair,30.0,20.0,19.90,0.10,0.878
13,Exp_20260319_153805,64,midair,40.0,10.0,9.21,0.79,1.199
13,Exp_20260319_153805,65,midair,20.0,50.0,48.66,1.34,1.047
13,Exp_20260319_153805,66,midair,40.0,20.0,21.18,1.18,0.922
13,Exp_20260319_153805,67,midair,40.0,10.0,9.52,0.48,0.890
13,Exp_20260319_153805,68,midair,40.0,30.0,30.44,0.44,0.643
13,Exp_20260319_153805,69,midair,10.0,50.0,49.23,0.77,0.902
13,Exp_20260319_153805,70,midair,30.0,10.0,10.32,0.32,1.025
13,Exp_20260319_153805,71,midair,40.0,30.0,30.09,0.09,0.568
13,Exp_20260319_153805,72,midair,10.0,50.0,48.56,1.44,0.622
13,Exp_20260319_153805,73,midair,0.0,50.0,49.63,0.37,1.222
13,Exp_20260319_153805,74,midair,20.0,40.0,37.52,2.48,0.600
13,Exp_20260319_153805,75,midair,0.0,10.0,10.89,0.89,0.823
