UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
1,Exp_20260316_182937,1,midair,30.0,20.0,20.00,0.00,0.588
1,Exp_20260316_182937,2,midair,30.0,0.0,1.54,1.54,1.064
1,Exp_20260316_182937,3,midair,20.0,50.0,49.04,0.96,0.999
1,Exp_20260316_182937,4,midair,0.0,20.0,19.85,0.15,0.833
1,Exp_20260316_182937,5,midair,0.0,40.0,40.94,0.94,1.000
1,Exp_20260316_182937,6,midair,0.0,30.0,30.88,0.88,0.912
1,Exp_20260316_182937,7,midair,30.0,40.0,41.38,1.38,0.683
1,Exp_20260316_182937,8,midair,0.0,30.0,29.97,0.03,0.885
1,Exp_20260316_182937,9,midair,20.0,0.0,0.97,0.97,0.757
1,Exp_20260316_182937,10,midair,40.0,50.0,50.65,0.65,0.613
1,Exp_20260316_182937,11,midair,20.0,10.0,7.81,2.19,0.611
1,Exp_20260316_182937,12,midair,10.0,30.0,30.11,0.11,0.702
1,Exp_20260316_182937,13,midair,0.0,50.0,49.41,0.59,0.901
1,Exp_20260316_182937,14,midair,50.0,30.0,33.09,3.09,0.891
1,Exp_20260316_182937,15,midair,40.0,20.0,21.52,1.52,0.967
1,Exp_20260316_182937,16,midair,10.0,40.0,40.60,0.60,0.789
1,Exp_20260316_182937,17,midair,0.0,20.0,20.20,0.20,0.632
1,Exp_20260316_182937,18,midair,20.0,40.0,38.87,1.13,0.602
1,Exp_20260316_182937,19,midair,50.0,10.0,12.26,2.26,0.802
1,Exp_20260316_182937,20,midair,10.0,30.0,30.29,0.29,0.846
1,Exp_20260316_182937,21,midair,20.0,30.0,29.68,0.32,0.588
1,Exp_20260316_182937,22,midair,10.0,40.0,40.07,0.07,0.755
1,Exp_20260316_182937,23,midair,0.0,50.0,48.09,1.91,1.159
1,Exp_20260316_182937,24,midair,50.0,30.0,32.16,2.16,0.578
1,Exp_20260316_182937,25,midair,0.0,10.0,12.48,2.48,0.770
1,Exp_20260316_182937,26,midair,50.0,0.0,6.23,6.23,1.037
1,Exp_20260316_182937,27,midair,40.0,10.0,11.92,1.92,0.881
1,Exp_20260316_182937,28,midair,50.0,0.0,4.97,4.97,1.211
1,Exp_20260316_182937,29,midair,10.0,20.0,24.14,4.14,0.611
1,Exp_20260316_182937,30,midair,30.0,20.0,19.43,0.57,0.902
1,Exp_20260316_182937,31,midair,40.0,10.0,10.18,0.18,0.900
1,Exp_20260316_182937,32,midair,20.0,50.0,51.08,1.08,0.989
1,Exp_20260316_182937,33,midair,30.0,50.0,49.14,0.86,0.692
1,Exp_20260316_182937,34,midair,50.0,30.0,31.02,1.02,0.622
1,Exp_20260316_182937,35,midair,40.0,0.0,2.06,2.06,1.021
1,Exp_20260316_182937,36,midair,20.0,10.0,10.00,0.00,0.574
1,Exp_20260316_182937,37,midair,30.0,10.0,10.05,0.05,0.971
1,Exp_20260316_182937,38,midair,10.0,0.0,0.86,0.86,0.622
1,Exp_20260316_182937,39,midair,30.0,20.0,18.51,1.49,0.700
1,Exp_20260316_182937,40,midair,30.0,10.0,9.47,0.53,0.770
1,Exp_20260316_182937,41,midair,30.0,10.0,10.12,0.12,0.855
1,Exp_20260316_182937,42,midair,40.0,50.0,51.62,1.62,0.689
1,Exp_20260316_182937,43,midair,30.0,0.0,2.42,2.42,0.989
1,Exp_20260316_182937,44,midair,40.0,50.0,50.81,0.81,0.711
1,Exp_20260316_182937,45,midair,0.0,10.0,10.18,0.18,1.004
1,Exp_20260316_182937,46,midair,50.0,10.0,10.17,0.17,0.712
1,Exp_20260316_182937,47,midair,10.0,0.0,1.36,1.36,0.515
1,Exp_20260316_182937,48,midair,0.0,10.0,10.55,0.55,0.677
1,Exp_20260316_182937,49,midair,20.0,40.0,37.73,2.27,0.844
1,Exp_20260316_182937,50,midair,0.0,30.0,30.11,0.11,0.891
1,Exp_20260316_182937,51,midair,40.0,20.0,21.38,1.38,0.680
1,Exp_20260316_182937,52,midair,40.0,10.0,10.05,0.05,0.822
1,Exp_20260316_182937,53,midair,0.0,40.0,39.18,0.82,0.822
1,Exp_20260316_182937,54,midair,30.0,0.0,1.94,1.94,0.681
1,Exp_20260316_182937,55,midair,10.0,50.0,48.32,1.68,0.900
1,Exp_20260316_182937,56,midair,40.0,30.0,30.70,0.70,0.500
1,Exp_20260316_182937,57,midair,50.0,20.0,19.91,0.09,1.079
1,Exp_20260316_182937,58,midair,40.0,0.0,0.33,0.33,1.277
1,Exp_20260316_182937,59,midair,10.0,20.0,18.28,1.72,1.122
1,Exp_20260316_182937,60,midair,40.0,30.0,29.20,0.80,0.503
1,Exp_20260316_182937,61,midair,40.0,30.0,27.01,2.99,0.554
1,Exp_20260316_182937,62,midair,50.0,40.0,41.75,1.75,0.511
1,Exp_20260316_182937,63,midair,50.0,40.0,40.97,0.97,0.656
1,Exp_20260316_182937,64,midair,10.0,30.0,29.99,0.01,0.602
1,Exp_20260316_182937,65,midair,30.0,40.0,39.00,1.00,0.907
1,Exp_20260316_182937,66,midair,50.0,0.0,2.29,2.29,1.305
1,Exp_20260316_182937,67,midair,0.0,40.0,38.90,1.10,0.878
1,Exp_20260316_182937,68,midair,20.0,30.0,31.69,1.69,0.544
1,Exp_20260316_182937,69,midair,50.0,20.0,20.39,0.39,0.989
1,Exp_20260316_182937,70,midair,20.0,10.0,9.15,0.85,0.489
1,Exp_20260316_182937,71,midair,50.0,20.0,19.45,0.55,0.769
1,Exp_20260316_182937,72,midair,20.0,0.0,0.81,0.81,0.558
1,Exp_20260316_182937,73,midair,50.0,40.0,39.30,0.70,0.491
1,Exp_20260316_182937,74,midair,0.0,50.0,51.47,1.47,0.936
1,Exp_20260316_182937,75,midair,10.0,20.0,20.59,0.59,0.577
1,Exp_20260316_182937,76,midair,20.0,40.0,38.69,1.31,0.742
1,Exp_20260316_182937,77,midair,0.0,20.0,19.14,0.86,0.644
1,Exp_20260316_182937,78,midair,50.0,10.0,10.97,0.97,0.758
1,Exp_20260316_182937,79,midair,30.0,50.0,50.71,0.71,0.945
1,Exp_20260316_182937,80,midair,40.0,0.0,1.86,1.86,0.842
1,Exp_20260316_182937,81,midair,10.0,40.0,40.52,0.52,0.825
1,Exp_20260316_182937,82,midair,30.0,40.0,40.99,0.99,0.591
1,Exp_20260316_182937,83,midair,10.0,0.0,-1.43,1.43,0.544
1,Exp_20260316_182937,84,midair,20.0,50.0,51.03,1.03,0.967
1,Exp_20260316_182937,85,midair,30.0,50.0,51.56,1.56,0.777
1,Exp_20260316_182937,86,midair,10.0,50.0,50.86,0.86,0.989
1,Exp_20260316_182937,87,midair,40.0,20.0,21.18,1.18,0.688
1,Exp_20260316_182937,88,midair,20.0,30.0,31.85,1.85,0.633
1,Exp_20260316_182937,89,midair,20.0,0.0,0.70,0.70,0.969
1,Exp_20260316_182937,90,midair,10.0,50.0,48.80,1.20,0.881
