UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
5,Exp_20260317_151809,1,midair,50.0,10.0,11.23,1.23,1.596
5,Exp_20260317_151809,2,midair,0.0,20.0,20.94,0.94,0.910
5,Exp_20260317_151809,3,midair,10.0,30.0,29.79,0.21,0.814
5,Exp_20260317_151809,4,midair,10.0,0.0,0.22,0.22,0.889
5,Exp_20260317_151809,5,midair,10.0,40.0,40.89,0.89,0.924
5,Exp_20260317_151809,6,midair,20.0,30.0,29.81,0.19,0.789
5,Exp_20260317_151809,7,midair,20.0,0.0,1.21,1.21,1.131
5,Exp_20260317_151809,8,midair,20.0,40.0,39.71,0.29,0.744
5,Exp_20260317_151809,9,midair,10.0,20.0,20.12,0.12,0.779
5,Exp_20260317_151809,10,midair,20.0,10.0,9.79,0.21,0.966
5,Exp_20260317_151809,11,midair,0.0,30.0,28.05,1.95,0.773
5,Exp_20260317_151809,12,midair,10.0,20.0,20.28,0.28,0.788
5,Exp_20260317_151809,13,midair,50.0,30.0,28.62,1.38,0.822
5,Exp_20260317_151809,14,midair,20.0,30.0,28.78,1.22,1.112
5,Exp_20260317_151809,15,midair,30.0,40.0,39.34,0.66,0.742
5,Exp_20260317_151809,16,midair,0.0,30.0,31.74,1.74,1.313
5,Exp_20260317_151809,17,midair,0.0,50.0,49.98,0.02,1.234
5,Exp_20260317_151809,18,midair,20.0,50.0,49.84,0.16,1.260
5,Exp_20260317_151809,19,midair,40.0,20.0,21.33,1.33,1.158
5,Exp_20260317_151809,20,midair,10.0,30.0,30.92,0.92,1.155
5,Exp_20260317_151809,21,midair,20.0,0.0,0.16,0.16,0.867
5,Exp_20260317_151809,22,midair,0.0,50.0,49.50,0.50,0.755
5,Exp_20260317_151809,23,midair,30.0,10.0,9.80,0.20,0.988
5,Exp_20260317_151809,24,midair,50.0,30.0,30.85,0.85,0.925
5,Exp_20260317_151809,25,midair,10.0,50.0,50.49,0.49,0.889
5,Exp_20260317_151809,26,midair,50.0,40.0,41.02,1.02,1.324
5,Exp_20260317_151809,27,midair,50.0,20.0,21.86,1.86,1.067
