UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
8,Exp_20260318_103254,1,0.012,-40.18
8,Exp_20260318_103254,1,0.023,-40.34
8,Exp_20260318_103254,1,0.035,-40.61
8,Exp_20260318_103254,1,0.045,-40.78
8,Exp_20260318_103254,1,0.058,-40.79
8,Exp_20260318_103254,1,0.068,-40.75
8,Exp_20260318_103254,1,0.079,-40.68
8,Exp_20260318_103254,1,0.091,-40.64
8,Exp_20260318_103254,1,0.110,-40.63
8,Exp_20260318_103254,1,0.120,-40.68
8,Exp_20260318_103254,1,0.123,-40.69
8,Exp_20260318_103254,1,0.134,-40.59
8,Exp_20260318_103254,1,0.209,-40.56
8,Exp_20260318_103254,1,0.214,-40.04
8,Exp_20260318_103254,1,0.225,-40.00
8,Exp_20260318_103254,1,0.234,-39.97
8,Exp_20260318_103254,1,0.246,-40.03
8,Exp_20260318_103254,1,0.257,-40.00
8,Exp_20260318_103254,1,0.268,-40.00
8,Exp_20260318_103254,1,0.279,-39.94
8,Exp_20260318_103254,1,0.290,-39.89
8,Exp_20260318_103254,1,0.301,-39.76
8,Exp_20260318_103254,1,0.312,-39.66
8,Exp_20260318_103254,1,0.324,-39.59
8,Exp_20260318_103254,1,0.335,-39.55
8,Exp_20260318_103254,1,0.346,-39.49
8,Exp_20260318_103254,1,0.356,-39.46
8,Exp_20260318_103254,1,0.367,-39.44
8,Exp_20260318_103254,1,0.380,-39.39
8,Exp_20260318_103254,1,0.391,-39.37
8,Exp_20260318_103254,1,0.401,-39.37
8,Exp_20260318_103254,1,0.412,-39.34
8,Exp_20260318_103254,1,0.423,-39.32
8,Exp_20260318_103254,1,0.434,-39.18
8,Exp_20260318_103254,1,0.445,-39.11
8,Exp_20260318_103254,1,0.457,-38.90
8,Exp_20260318_103254,1,0.467,-38.68
8,Exp_20260318_103254,1,0.480,-38.52
8,Exp_20260318_103254,1,0.491,-38.41
8,Exp_20260318_103254,1,0.501,-38.32
8,Exp_20260318_103254,1,0.512,-38.17
8,Exp_20260318_103254,1,0.523,-37.78
8,Exp_20260318_103254,1,0.534,-37.02
8,Exp_20260318_103254,1,0.545,-36.36
8,Exp_20260318_103254,1,0.556,-35.76
8,Exp_20260318_103254,1,0.569,-34.82
8,Exp_20260318_103254,1,0.579,-34.02
8,Exp_20260318_103254,1,0.591,-33.10
8,Exp_20260318_103254,1,0.601,-31.97
8,Exp_20260318_103254,1,0.612,-31.09
8,Exp_20260318_103254,1,0.623,-30.15
8,Exp_20260318_103254,1,0.654,-27.39
8,Exp_20260318_103254,1,0.662,-26.81
8,Exp_20260318_103254,1,0.674,-26.01
8,Exp_20260318_103254,1,0.685,-24.89
8,Exp_20260318_103254,1,0.696,-24.12
8,Exp_20260318_103254,1,0.707,-23.30
8,Exp_20260318_103254,1,0.718,-22.21
8,Exp_20260318_103254,1,0.729,-21.67
8,Exp_20260318_103254,1,0.742,-20.94
8,Exp_20260318_103254,1,0.751,-20.33
8,Exp_20260318_103254,1,0.763,-19.71
8,Exp_20260318_103254,1,0.774,-19.08
8,Exp_20260318_103254,1,0.784,-18.74
8,Exp_20260318_103254,1,0.796,-17.88
8,Exp_20260318_103254,1,0.807,-17.20
8,Exp_20260318_103254,1,0.818,-16.77
8,Exp_20260318_103254,1,0.829,-16.28
8,Exp_20260318_103254,1,0.840,-15.66
8,Exp_20260318_103254,1,0.862,-14.63
8,Exp_20260318_103254,1,0.874,-14.11
