UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
1,Exp_20260316_182937,1,0.011,9.58
1,Exp_20260316_182937,1,0.022,9.35
1,Exp_20260316_182937,1,0.033,9.16
1,Exp_20260316_182937,1,0.045,8.68
1,Exp_20260316_182937,1,0.055,8.84
1,Exp_20260316_182937,1,0.066,8.80
1,Exp_20260316_182937,1,0.071,8.64
1,Exp_20260316_182937,1,0.092,8.40
1,Exp_20260316_182937,1,0.114,8.57
1,Exp_20260316_182937,1,0.126,8.45
1,Exp_20260316_182937,1,0.146,7.92
1,Exp_20260316_182937,1,0.155,7.55
1,Exp_20260316_182937,1,0.157,7.48
1,Exp_20260316_182937,1,0.178,6.74
1,Exp_20260316_182937,1,0.189,6.47
1,Exp_20260316_182937,1,0.201,6.46
1,Exp_20260316_182937,1,0.214,5.91
1,Exp_20260316_182937,1,0.226,5.37
1,Exp_20260316_182937,1,0.246,4.09
1,Exp_20260316_182937,1,0.256,3.73
1,Exp_20260316_182937,1,0.267,3.39
1,Exp_20260316_182937,1,0.278,2.54
1,Exp_20260316_182937,1,0.289,1.75
1,Exp_20260316_182937,1,0.292,1.60
1,Exp_20260316_182937,1,0.311,0.73
1,Exp_20260316_182937,1,0.325,0.51
1,Exp_20260316_182937,1,0.337,0.46
1,Exp_20260316_182937,1,0.355,0.54
1,Exp_20260316_182937,1,0.367,0.48
1,Exp_20260316_182937,1,0.378,0.51
1,Exp_20260316_182937,1,0.391,0.43
1,Exp_20260316_182937,1,0.403,0.36
1,Exp_20260316_182937,1,0.422,0.01
1,Exp_20260316_182937,1,0.436,-0.41
1,Exp_20260316_182937,1,0.447,-0.98
1,Exp_20260316_182937,1,0.467,-1.48
1,Exp_20260316_182937,1,0.477,-2.04
1,Exp_20260316_182937,1,0.489,-2.37
1,Exp_20260316_182937,1,0.499,-2.65
1,Exp_20260316_182937,1,0.511,-2.81
1,Exp_20260316_182937,1,0.522,-2.74
1,Exp_20260316_182937,1,0.535,-2.73
1,Exp_20260316_182937,1,0.549,-2.27
1,Exp_20260316_182937,1,0.569,-1.05
1,Exp_20260316_182937,1,0.588,0.00
1,Exp_20260316_182937,2,0.012,29.63
1,Exp_20260316_182937,2,0.022,29.31
1,Exp_20260316_182937,2,0.033,29.08
1,Exp_20260316_182937,2,0.045,29.26
1,Exp_20260316_182937,2,0.055,29.30
1,Exp_20260316_182937,2,0.066,29.16
1,Exp_20260316_182937,2,0.078,28.79
1,Exp_20260316_182937,2,0.091,28.55
