UserID,Condition,Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,IsTargetTrace,StrokeID,TargetID,TrailTypeID,SurfaceTypeID,DistToCenterline,Error_X,Error_Y,Error_Z
7,Haptic,0,-0.157086,0.03789428,0.3107755,82.65421,233.7079,341.8248,True,1,0,6,-1,0.001392312,-0.001116037,0.0004094727,-0.0007247925
7,Haptic,0.01547003,-0.157215,0.03795117,0.3106343,82.63218,233.5638,341.6729,True,1,0,6,-1,0.001586485,-0.001254991,0.0004381016,-0.0008660257
7,Haptic,0.02192354,-0.1572518,0.0379606,0.3106285,82.63165,233.5646,341.6719,True,1,0,6,-1,0.001621437,-0.001291811,0.000447534,-0.0008717775
7,Haptic,0.03137827,-0.1571952,0.03796206,0.3106915,82.68466,233.7291,341.8443,True,1,0,6,-1,0.001543203,-0.001235217,0.0004489943,-0.0008087754
7,Haptic,0.04723406,-0.1572321,0.03795435,0.3107297,82.73096,233.9104,342.014,True,1,0,6,-1,0.001551343,-0.001272053,0.0004412755,-0.0007705986
7,Haptic,0.05356836,-0.1572987,0.03797385,0.3107497,82.73183,234.1324,342.263,True,1,0,6,-1,0.001602414,-0.001338676,0.0004607812,-0.0007505715
7,Haptic,0.06509495,-0.1573514,0.03797522,0.3107757,82.7256,234.3096,342.4704,True,1,0,6,-1,0.001635224,-0.001381427,0.0004904158,-0.0007246435
7,Haptic,0.07797003,-0.1573758,0.03797963,0.3107677,82.7235,234.3453,342.5067,True,1,0,6,-1,0.001660651,-0.001405776,0.0004948266,-0.0007326007
7,Haptic,0.08680964,-0.1573988,0.03797981,0.310786,82.72015,234.3784,342.5366,True,1,0,6,-1,0.001672378,-0.001428843,0.0004950054,-0.0007143021
7,Haptic,0.09800816,-0.157431,0.03798492,0.3108115,82.71277,234.418,342.5684,True,1,0,6,-1,0.001690889,-0.001451001,0.0005283803,-0.0006888509
7,Haptic,0.1091228,-0.1574322,0.03798291,0.3108369,82.71347,234.4387,342.5862,True,1,0,6,-1,0.001681079,-0.001452193,0.0005263686,-0.0006633997
7,Haptic,0.1203866,-0.1574248,0.03798072,0.3108487,82.71503,234.416,342.5694,True,1,0,6,-1,0.001669393,-0.001444802,0.0005241781,-0.0006516576
7,Haptic,0.1313801,-0.1572732,0.03794084,0.310866,82.75043,234.1874,342.3486,True,1,0,6,-1,0.001519435,-0.001303211,0.0004560389,-0.0006343126
7,Haptic,0.1422954,-0.1571073,0.0379023,0.3108678,82.80209,233.9396,342.1155,True,1,0,6,-1,0.001366703,-0.001137301,0.0004174896,-0.0006325543
7,Haptic,0.153657,-0.1569947,0.037865,0.3108578,82.83801,233.7724,341.969,True,1,0,6,-1,0.001267813,-0.001034737,0.0003519282,-0.0006425083
7,Haptic,0.1647701,-0.1569716,0.03779119,0.3107644,82.83842,233.4817,341.7338,True,1,0,6,-1,0.001279379,-0.0009815991,0.0003629215,-0.0007359087
7,Haptic,0.1760302,-0.1570177,0.03774604,0.3107399,82.83741,233.4424,341.7189,True,1,0,6,-1,0.001316724,-0.00101772,0.0003460422,-0.0007604361
7,Haptic,0.1867485,-0.1572268,0.03770617,0.3107339,82.8112,233.6916,341.9785,True,1,0,6,-1,0.001478577,-0.001226783,0.0003061667,-0.0007664561
7,Haptic,0.1999259,-0.1571621,0.03774065,0.3107067,82.81761,233.5627,341.8565,True,1,0,6,-1,0.001447875,-0.001162127,0.000340648,-0.0007935762
7,Haptic,0.2090988,-0.1570872,0.03776076,0.3106963,82.83467,233.4223,341.7301,True,1,0,6,-1,0.001399537,-0.001087233,0.0003607646,-0.0008040369
7,Haptic,0.2200441,-0.1569972,0.03779678,0.3107095,82.86686,233.2891,341.6169,True,1,0,6,-1,0.001332553,-0.001007214,0.0003685094,-0.0007908344
7,Haptic,0.2332916,-0.1569293,0.03783913,0.3107381,82.89276,233.239,341.5836,True,1,0,6,-1,0.001275479,-0.000959307,0.0003543235,-0.000762254
7,Haptic,0.2422037,-0.1569307,0.03787498,0.3107779,82.90317,233.3523,341.7026,True,1,0,6,-1,0.001262907,-0.0009806603,0.0003336519,-0.0007224381
7,Haptic,0.2533598,-0.1570481,0.03796642,0.3107867,82.87839,233.5964,341.9631,True,1,0,6,-1,0.00137644,-0.00110811,0.0003968291,-0.0007135868
7,Haptic,0.2645206,-0.1571633,0.03810292,0.310642,82.81403,233.5759,341.9789,True,1,0,6,-1,0.001583901,-0.001253322,0.000448592,-0.0008583069
7,Haptic,0.2755947,-0.1571595,0.03819732,0.310604,82.79748,233.5818,341.998,True,1,0,6,-1,0.001628045,-0.001279533,0.0004582778,-0.000896275
7,Haptic,0.2874193,-0.1568505,0.0383224,0.3105542,82.83215,233.2422,341.6202,True,1,0,6,-1,0.001458322,-0.001050547,0.0003576092,-0.0009461343
7,Haptic,0.2979822,-0.1567163,0.03836808,0.3105505,82.84563,233.1092,341.468,True,1,0,6,-1,0.001378091,-0.0009362847,0.0003468841,-0.0009498298
7,Haptic,0.309279,-0.1567048,0.03840846,0.3106613,82.8492,233.4108,341.7646,True,1,0,6,-1,0.001306199,-0.0009448081,0.0003308803,-0.0008390546
7,Haptic,0.3202028,-0.1566944,0.03842483,0.3107154,82.84815,233.6047,341.9717,True,1,0,6,-1,0.001268719,-0.0009343624,0.0003472567,-0.000784874
7,Haptic,0.3315125,-0.1568872,0.03842972,0.3108311,82.79394,234.0861,342.5092,True,1,0,6,-1,0.001356676,-0.001107171,0.0004085302,-0.0006692111
7,Haptic,0.3425407,-0.1568997,0.03846018,0.3108304,82.76494,234.1035,342.5283,True,1,0,6,-1,0.00137625,-0.0011397,0.0003826022,-0.0006698966
7,Haptic,0.3555431,-0.1569483,0.03850493,0.3108617,82.74082,234.1518,342.5568,True,1,0,6,-1,0.001415103,-0.001188323,0.0004273504,-0.0006385744
7,Haptic,0.3645229,-0.1569381,0.03854544,0.3108582,82.73853,234.1228,342.5178,True,1,0,6,-1,0.001420204,-0.001198068,0.0004114993,-0.000642091
7,Haptic,0.3755307,-0.1569139,0.0385915,0.3108587,82.73515,234.1113,342.5173,True,1,0,6,-1,0.001413501,-0.001193896,0.0004012063,-0.0006415844
7,Haptic,0.3870134,-0.1569082,0.03865306,0.3108565,82.72546,234.0982,342.5141,True,1,0,6,-1,0.001428076,-0.001208186,0.0004064292,-0.0006438196
7,Haptic,0.3983397,-0.1569372,0.03872602,0.3109086,82.72776,234.3191,342.7457,True,1,0,6,-1,0.001452456,-0.001257196,0.0004230626,-0.0005916953
7,Haptic,0.409235,-0.1569559,0.03878663,0.3109482,82.72921,234.5108,342.9478,True,1,0,6,-1,0.001471933,-0.001275867,0.0004836805,-0.000552088
7,Haptic,0.4203048,-0.1569551,0.03882274,0.3109552,82.73877,234.5733,343.0276,True,1,0,6,-1,0.00147963,-0.001295134,0.000463482,-0.0005450845
