UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
5,Exp_20260317_152557,27,haptic,50.0,20.0,18.78,1.22,1.499
5,Exp_20260317_152557,28,haptic,30.0,0.0,0.79,0.79,1.488
5,Exp_20260317_152557,29,haptic,30.0,10.0,8.51,1.49,1.799
5,Exp_20260317_152557,30,haptic,20.0,50.0,51.29,1.29,0.982
5,Exp_20260317_152557,31,haptic,0.0,30.0,31.00,1.00,1.922
5,Exp_20260317_152557,32,haptic,40.0,0.0,0.62,0.62,1.023
5,Exp_20260317_152557,33,haptic,40.0,20.0,21.22,1.22,0.910
5,Exp_20260317_152557,34,haptic,0.0,30.0,31.41,1.41,1.621
5,Exp_20260317_152557,35,haptic,10.0,0.0,0.08,0.08,1.289
5,Exp_20260317_152557,36,haptic,20.0,50.0,50.70,0.70,2.165
5,Exp_20260317_152557,37,haptic,10.0,20.0,21.58,1.58,1.099
5,Exp_20260317_152557,38,haptic,30.0,0.0,1.19,1.19,1.455
5,Exp_20260317_152557,39,haptic,10.0,40.0,38.51,1.49,1.621
5,Exp_20260317_152557,40,haptic,0.0,20.0,20.53,0.53,2.220
5,Exp_20260317_152557,41,haptic,30.0,40.0,40.07,0.07,1.056
5,Exp_20260317_152557,42,haptic,40.0,0.0,-0.36,0.36,2.200
5,Exp_20260317_152557,43,haptic,40.0,50.0,48.83,1.17,1.022
5,Exp_20260317_152557,44,haptic,10.0,20.0,20.67,0.67,1.299
5,Exp_20260317_152557,45,haptic,50.0,30.0,28.11,1.89,2.298
5,Exp_20260317_152557,46,haptic,0.0,50.0,49.92,0.08,3.191
5,Exp_20260317_152557,47,haptic,50.0,40.0,39.46,0.54,1.946
5,Exp_20260317_152557,48,haptic,20.0,10.0,9.80,0.20,1.613
5,Exp_20260317_152557,49,haptic,20.0,40.0,40.51,0.51,1.689
5,Exp_20260317_152557,50,haptic,40.0,10.0,10.04,0.04,1.421
5,Exp_20260317_152557,51,haptic,20.0,30.0,31.95,1.95,1.500
5,Exp_20260317_152557,52,haptic,0.0,40.0,39.43,0.57,2.577
5,Exp_20260317_152557,53,haptic,20.0,40.0,39.98,0.02,1.356
5,Exp_20260317_152557,54,haptic,10.0,50.0,48.42,1.58,2.544
5,Exp_20260317_152557,55,haptic,10.0,30.0,28.21,1.79,1.315
5,Exp_20260317_152557,56,haptic,10.0,40.0,41.22,1.22,2.199
5,Exp_20260317_152557,57,haptic,10.0,40.0,40.73,0.73,1.577
5,Exp_20260317_152557,58,haptic,40.0,30.0,29.19,0.81,0.888
5,Exp_20260317_152557,59,haptic,20.0,10.0,10.70,0.70,1.508
5,Exp_20260317_152557,60,haptic,30.0,50.0,49.60,0.40,1.566
5,Exp_20260317_152557,61,haptic,40.0,30.0,31.26,1.26,1.278
5,Exp_20260317_152557,62,haptic,50.0,20.0,21.88,1.88,1.887
5,Exp_20260317_152557,63,haptic,50.0,0.0,-0.54,0.54,2.132
5,Exp_20260317_152557,64,haptic,30.0,50.0,48.89,1.11,1.299
5,Exp_20260317_152557,65,haptic,50.0,20.0,21.06,1.06,1.691
5,Exp_20260317_152557,66,haptic,20.0,10.0,10.69,0.69,0.858
5,Exp_20260317_152557,67,haptic,0.0,50.0,48.43,1.57,2.777
5,Exp_20260317_152557,68,haptic,0.0,30.0,28.43,1.57,3.498
5,Exp_20260317_152557,69,haptic,0.0,20.0,18.26,1.74,1.910
5,Exp_20260317_152557,70,haptic,0.0,10.0,10.44,0.44,1.488
5,Exp_20260317_152557,71,haptic,30.0,50.0,49.46,0.54,2.259
5,Exp_20260317_152557,72,haptic,40.0,50.0,48.73,1.27,1.866
5,Exp_20260317_152557,73,haptic,0.0,10.0,10.45,0.45,1.354
5,Exp_20260317_152557,74,haptic,20.0,50.0,50.31,0.31,2.292
5,Exp_20260317_152557,75,haptic,30.0,40.0,40.72,0.72,1.444
5,Exp_20260317_152557,76,haptic,30.0,20.0,21.45,1.45,0.820
5,Exp_20260317_152557,77,haptic,40.0,20.0,21.45,1.45,1.091
5,Exp_20260317_152557,78,haptic,40.0,30.0,29.07,0.93,1.386
5,Exp_20260317_152557,79,haptic,30.0,20.0,20.87,0.87,0.988
5,Exp_20260317_152557,80,haptic,0.0,40.0,40.52,0.52,2.696
5,Exp_20260317_152557,81,haptic,40.0,10.0,11.69,1.69,2.343
5,Exp_20260317_152557,82,haptic,0.0,20.0,21.73,1.73,1.799
5,Exp_20260317_152557,83,haptic,30.0,20.0,21.54,1.54,3.409
5,Exp_20260317_152557,84,haptic,50.0,10.0,10.98,0.98,2.084
5,Exp_20260317_152557,85,haptic,50.0,10.0,10.47,0.47,2.332
5,Exp_20260317_152557,86,haptic,0.0,40.0,40.92,0.92,3.530
5,Exp_20260317_152557,87,haptic,20.0,30.0,29.68,0.32,3.680
5,Exp_20260317_152557,88,haptic,20.0,0.0,-1.41,1.41,2.377
5,Exp_20260317_152557,89,haptic,50.0,30.0,30.97,0.97,2.255
5,Exp_20260317_152557,90,haptic,40.0,50.0,48.57,1.43,1.030
