UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
5,Exp_20260317_152557,1,0.012,20.29
5,Exp_20260317_152557,1,0.022,20.60
5,Exp_20260317_152557,1,0.033,20.91
5,Exp_20260317_152557,1,0.036,21.01
5,Exp_20260317_152557,1,0.056,21.62
5,Exp_20260317_152557,1,0.073,21.99
5,Exp_20260317_152557,1,0.088,22.40
5,Exp_20260317_152557,1,0.104,22.71
5,Exp_20260317_152557,1,0.123,22.69
5,Exp_20260317_152557,1,0.134,22.69
5,Exp_20260317_152557,1,0.145,22.69
5,Exp_20260317_152557,1,0.160,22.69
5,Exp_20260317_152557,1,0.172,22.65
5,Exp_20260317_152557,1,0.189,22.62
5,Exp_20260317_152557,1,0.199,22.60
5,Exp_20260317_152557,1,0.211,22.59
5,Exp_20260317_152557,1,0.222,22.58
5,Exp_20260317_152557,1,0.232,22.51
5,Exp_20260317_152557,1,0.244,22.47
5,Exp_20260317_152557,1,0.255,22.45
5,Exp_20260317_152557,1,0.266,22.46
5,Exp_20260317_152557,1,0.277,22.48
5,Exp_20260317_152557,1,0.288,22.48
5,Exp_20260317_152557,1,0.299,22.47
5,Exp_20260317_152557,1,0.302,22.47
5,Exp_20260317_152557,1,0.322,22.45
5,Exp_20260317_152557,1,0.332,22.33
5,Exp_20260317_152557,1,0.344,22.25
5,Exp_20260317_152557,1,0.356,22.18
5,Exp_20260317_152557,1,0.366,22.08
5,Exp_20260317_152557,1,0.377,21.96
5,Exp_20260317_152557,1,0.388,21.86
5,Exp_20260317_152557,1,0.399,21.62
5,Exp_20260317_152557,1,0.410,21.41
5,Exp_20260317_152557,1,0.413,21.36
5,Exp_20260317_152557,1,0.433,20.94
5,Exp_20260317_152557,1,0.444,20.71
5,Exp_20260317_152557,1,0.455,20.46
5,Exp_20260317_152557,1,0.466,20.10
5,Exp_20260317_152557,1,0.477,19.70
5,Exp_20260317_152557,1,0.488,19.34
5,Exp_20260317_152557,1,0.499,19.01
5,Exp_20260317_152557,1,0.510,18.62
5,Exp_20260317_152557,1,0.521,18.13
5,Exp_20260317_152557,1,0.532,17.66
5,Exp_20260317_152557,1,0.544,17.20
5,Exp_20260317_152557,1,0.555,16.69
5,Exp_20260317_152557,1,0.566,16.16
5,Exp_20260317_152557,1,0.577,15.59
5,Exp_20260317_152557,1,0.589,15.09
5,Exp_20260317_152557,1,0.599,14.54
5,Exp_20260317_152557,1,0.611,13.91
5,Exp_20260317_152557,1,0.622,13.31
5,Exp_20260317_152557,1,0.632,12.77
5,Exp_20260317_152557,1,0.644,12.21
5,Exp_20260317_152557,1,0.655,11.62
5,Exp_20260317_152557,1,0.666,10.99
5,Exp_20260317_152557,1,0.677,10.48
5,Exp_20260317_152557,1,0.688,9.96
5,Exp_20260317_152557,1,0.700,9.36
5,Exp_20260317_152557,1,0.710,8.91
5,Exp_20260317_152557,1,0.722,8.40
5,Exp_20260317_152557,1,0.733,7.81
5,Exp_20260317_152557,1,0.744,7.29
5,Exp_20260317_152557,1,0.755,6.77
5,Exp_20260317_152557,1,0.767,6.37
5,Exp_20260317_152557,1,0.777,6.06
5,Exp_20260317_152557,1,0.789,5.82
5,Exp_20260317_152557,1,0.799,5.67
