UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
15,Exp_20260320_140927,1,haptic,0.0,10.0,10.07,0.07,0.897
15,Exp_20260320_140927,2,haptic,50.0,0.0,-0.22,0.22,2.798
15,Exp_20260320_140927,3,haptic,0.0,50.0,50.10,0.10,3.199
15,Exp_20260320_140927,4,haptic,40.0,30.0,31.13,1.13,1.257
15,Exp_20260320_140927,5,haptic,50.0,10.0,11.06,1.06,2.492
15,Exp_20260320_140927,6,haptic,0.0,40.0,41.35,1.35,4.143
15,Exp_20260320_140927,7,haptic,0.0,40.0,39.65,0.35,3.321
15,Exp_20260320_140927,8,haptic,30.0,10.0,8.52,1.48,1.108
15,Exp_20260320_140927,9,haptic,20.0,0.0,0.73,0.73,1.555
15,Exp_20260320_140927,10,haptic,0.0,20.0,20.97,0.97,2.020
15,Exp_20260320_140927,11,haptic,50.0,0.0,0.70,0.70,2.643
15,Exp_20260320_140927,12,haptic,0.0,10.0,9.71,0.29,3.128
15,Exp_20260320_140927,13,haptic,50.0,40.0,41.93,1.93,1.101
15,Exp_20260320_140927,14,haptic,50.0,20.0,20.04,0.04,1.720
15,Exp_20260320_140927,15,haptic,40.0,20.0,20.87,0.87,1.580
15,Exp_20260320_140927,16,haptic,40.0,50.0,48.59,1.41,2.154
15,Exp_20260320_140927,17,haptic,0.0,30.0,30.40,0.40,2.299
15,Exp_20260320_140927,18,haptic,20.0,40.0,40.80,0.80,1.976
15,Exp_20260320_140927,19,haptic,30.0,20.0,20.43,0.43,1.055
15,Exp_20260320_140927,20,haptic,20.0,50.0,51.57,1.57,1.856
15,Exp_20260320_140927,21,haptic,20.0,40.0,40.02,0.02,1.999
15,Exp_20260320_140927,22,haptic,50.0,0.0,0.29,0.29,2.063
15,Exp_20260320_140927,23,haptic,10.0,0.0,0.40,0.40,0.941
15,Exp_20260320_140927,24,haptic,40.0,50.0,51.71,1.71,1.567
15,Exp_20260320_140927,25,haptic,0.0,20.0,21.00,1.00,2.021
15,Exp_20260320_140927,26,haptic,50.0,20.0,21.26,1.26,2.460
15,Exp_20260320_140927,27,haptic,30.0,20.0,20.80,0.80,0.777
15,Exp_20260320_140927,28,haptic,30.0,40.0,38.14,1.86,2.021
15,Exp_20260320_140927,29,haptic,10.0,50.0,49.82,0.18,2.721
15,Exp_20260320_140927,30,haptic,0.0,30.0,28.70,1.30,1.954
15,Exp_20260320_140927,31,haptic,10.0,40.0,39.33,0.67,1.721
15,Exp_20260320_140927,32,haptic,10.0,30.0,31.57,1.57,0.979
15,Exp_20260320_140927,33,haptic,20.0,50.0,50.31,0.31,2.643
15,Exp_20260320_140927,34,haptic,30.0,0.0,-0.08,0.08,1.600
15,Exp_20260320_140927,35,haptic,20.0,10.0,10.75,0.75,0.700
15,Exp_20260320_140927,36,haptic,50.0,40.0,39.50,0.50,0.922
15,Exp_20260320_140927,37,haptic,10.0,40.0,40.93,0.93,1.422
15,Exp_20260320_140927,38,haptic,20.0,30.0,31.21,1.21,1.342
15,Exp_20260320_140927,39,haptic,40.0,0.0,1.31,1.31,1.678
