UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
9,Exp_20260318_110452,1,haptic,30.0,0.0,-0.27,0.27,1.299
9,Exp_20260318_110452,2,haptic,20.0,30.0,29.62,0.38,1.051
9,Exp_20260318_110452,3,haptic,30.0,0.0,-0.41,0.41,1.283
9,Exp_20260318_110452,4,haptic,50.0,0.0,-1.51,1.51,2.121
9,Exp_20260318_110452,5,haptic,50.0,10.0,9.61,0.39,1.499
9,Exp_20260318_110452,6,haptic,20.0,50.0,50.18,0.18,2.122
9,Exp_20260318_110452,7,haptic,40.0,50.0,51.60,1.60,1.100
9,Exp_20260318_110452,8,haptic,0.0,30.0,31.21,1.21,1.799
9,Exp_20260318_110452,9,haptic,50.0,20.0,19.49,0.51,1.100
9,Exp_20260318_110452,10,haptic,20.0,10.0,8.75,1.25,0.816
9,Exp_20260318_110452,11,haptic,20.0,10.0,9.39,0.61,0.976
9,Exp_20260318_110452,12,haptic,10.0,20.0,21.10,1.10,1.299
9,Exp_20260318_110452,13,haptic,10.0,20.0,20.79,0.79,0.912
9,Exp_20260318_110452,14,haptic,0.0,50.0,50.85,0.85,2.221
9,Exp_20260318_110452,15,haptic,40.0,30.0,29.63,0.37,1.021
9,Exp_20260318_110452,16,haptic,0.0,40.0,39.34,0.66,2.160
9,Exp_20260318_110452,17,haptic,0.0,50.0,49.82,0.18,1.978
9,Exp_20260318_110452,18,haptic,50.0,0.0,0.10,0.10,1.344
9,Exp_20260318_110452,19,haptic,10.0,50.0,50.72,0.72,1.455
9,Exp_20260318_110452,20,haptic,10.0,40.0,38.35,1.65,1.699
9,Exp_20260318_110452,21,haptic,50.0,40.0,39.71,0.29,1.122
9,Exp_20260318_110452,22,haptic,40.0,20.0,20.51,0.51,1.422
9,Exp_20260318_110452,23,haptic,40.0,0.0,0.12,0.12,1.876
9,Exp_20260318_110452,24,haptic,50.0,10.0,10.40,0.40,1.555
9,Exp_20260318_110452,25,haptic,50.0,10.0,10.20,0.20,1.544
9,Exp_20260318_110452,26,haptic,0.0,10.0,10.26,0.26,1.560
9,Exp_20260318_110452,27,haptic,30.0,20.0,19.10,0.90,0.766
9,Exp_20260318_110452,28,haptic,50.0,20.0,19.53,0.47,0.955
9,Exp_20260318_110452,29,haptic,0.0,20.0,21.75,1.75,1.099
9,Exp_20260318_110452,30,haptic,0.0,30.0,31.96,1.96,1.745
9,Exp_20260318_110452,31,haptic,10.0,0.0,-0.34,0.34,0.801
9,Exp_20260318_110452,32,haptic,30.0,50.0,49.65,0.35,1.443
9,Exp_20260318_110452,33,haptic,40.0,20.0,19.68,0.32,1.122
9,Exp_20260318_110452,34,haptic,50.0,40.0,39.06,0.94,1.734
9,Exp_20260318_110452,35,haptic,20.0,10.0,11.65,1.65,2.543
9,Exp_20260318_110452,36,haptic,40.0,30.0,29.51,0.49,1.477
9,Exp_20260318_110452,37,haptic,10.0,0.0,0.26,0.26,0.896
9,Exp_20260318_110452,38,haptic,30.0,40.0,39.81,0.19,0.721
9,Exp_20260318_110452,39,haptic,40.0,0.0,-0.70,0.70,1.543
9,Exp_20260318_110452,40,haptic,20.0,40.0,40.07,0.07,1.322
