UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
11,Exp_20260319_143008,1,haptic,50.0,0.0,-0.87,0.87,1.199
11,Exp_20260319_143008,2,haptic,30.0,50.0,50.17,0.17,1.377
11,Exp_20260319_143008,3,haptic,50.0,20.0,20.82,0.82,2.023
11,Exp_20260319_143008,4,haptic,0.0,10.0,10.61,0.61,1.218
11,Exp_20260319_143008,5,haptic,10.0,0.0,0.49,0.49,0.899
11,Exp_20260319_143008,6,haptic,20.0,40.0,38.93,1.07,1.869
11,Exp_20260319_143008,7,haptic,20.0,0.0,-0.61,0.61,1.925
11,Exp_20260319_143008,8,haptic,50.0,40.0,38.24,1.76,0.700
11,Exp_20260319_143008,9,haptic,0.0,30.0,31.27,1.27,2.665
11,Exp_20260319_143008,10,haptic,20.0,10.0,9.14,0.86,1.978
11,Exp_20260319_143008,11,haptic,20.0,50.0,51.84,1.84,2.755
11,Exp_20260319_143008,12,haptic,10.0,50.0,49.82,0.18,2.654
11,Exp_20260319_143008,13,haptic,0.0,10.0,10.64,0.64,0.966
11,Exp_20260319_143008,14,haptic,0.0,20.0,19.12,0.88,2.101
11,Exp_20260319_143008,15,haptic,0.0,20.0,19.95,0.05,1.456
11,Exp_20260319_143008,16,haptic,40.0,0.0,1.53,1.53,1.841
11,Exp_20260319_143008,17,haptic,30.0,20.0,19.88,0.12,1.763
11,Exp_20260319_143008,18,haptic,0.0,50.0,50.56,0.56,2.565
11,Exp_20260319_143008,19,haptic,50.0,30.0,28.70,1.30,1.477
11,Exp_20260319_143008,20,haptic,10.0,30.0,30.94,0.94,2.124
11,Exp_20260319_143008,21,haptic,0.0,40.0,38.29,1.71,2.724
11,Exp_20260319_143008,22,haptic,10.0,20.0,18.64,1.36,2.621
11,Exp_20260319_143008,23,haptic,20.0,10.0,9.67,0.33,1.510
11,Exp_20260319_143008,24,haptic,10.0,30.0,30.46,0.46,1.599
11,Exp_20260319_143008,25,haptic,10.0,0.0,0.19,0.19,0.600
11,Exp_20260319_143008,26,haptic,40.0,50.0,49.55,0.45,0.922
11,Exp_20260319_143008,27,haptic,50.0,30.0,30.03,0.03,1.759
11,Exp_20260319_143008,28,haptic,30.0,10.0,10.47,0.47,1.166
11,Exp_20260319_143008,29,haptic,40.0,30.0,31.76,1.76,1.021
11,Exp_20260319_143008,30,haptic,40.0,0.0,-1.43,1.43,1.724
11,Exp_20260319_143008,31,haptic,20.0,50.0,50.02,0.02,1.920
11,Exp_20260319_143008,32,haptic,50.0,10.0,9.80,0.20,1.423
11,Exp_20260319_143008,33,haptic,50.0,10.0,9.94,0.06,2.031
11,Exp_20260319_143008,34,haptic,0.0,50.0,48.47,1.53,2.246
11,Exp_20260319_143008,35,haptic,30.0,0.0,1.25,1.25,1.337
11,Exp_20260319_143008,36,haptic,0.0,30.0,28.84,1.16,1.279
11,Exp_20260319_143008,37,haptic,10.0,40.0,40.79,0.79,1.547
11,Exp_20260319_143008,38,haptic,30.0,0.0,-1.70,1.70,0.977
11,Exp_20260319_143008,39,haptic,10.0,40.0,38.13,1.87,1.100
11,Exp_20260319_143008,40,haptic,20.0,30.0,29.97,0.03,0.855
11,Exp_20260319_143008,41,haptic,50.0,10.0,10.98,0.98,2.297
11,Exp_20260319_143008,42,haptic,40.0,50.0,50.39,0.39,0.741
11,Exp_20260319_143008,43,haptic,30.0,0.0,0.60,0.60,2.206
11,Exp_20260319_143008,44,haptic,50.0,0.0,-1.81,1.81,1.925
11,Exp_20260319_143008,45,haptic,40.0,30.0,30.03,0.03,0.720
11,Exp_20260319_143008,46,haptic,20.0,30.0,29.76,0.24,1.101
11,Exp_20260319_143008,47,haptic,10.0,40.0,39.04,0.96,1.095
11,Exp_20260319_143008,48,haptic,40.0,30.0,28.18,1.82,1.077
11,Exp_20260319_143008,49,haptic,20.0,0.0,0.74,0.74,0.640
11,Exp_20260319_143008,50,haptic,40.0,0.0,0.79,0.79,1.177
11,Exp_20260319_143008,51,haptic,40.0,50.0,49.24,0.76,0.700
11,Exp_20260319_143008,52,haptic,0.0,40.0,38.55,1.45,2.121
11,Exp_20260319_143008,53,haptic,50.0,0.0,-0.11,0.11,1.502
11,Exp_20260319_143008,54,haptic,20.0,40.0,41.24,1.24,1.154
11,Exp_20260319_143008,55,haptic,30.0,20.0,21.97,1.97,1.137
11,Exp_20260319_143008,56,haptic,0.0,50.0,49.23,0.77,1.576
11,Exp_20260319_143008,57,haptic,20.0,40.0,39.08,0.92,1.223
11,Exp_20260319_143008,58,haptic,20.0,0.0,-0.68,0.68,1.478
11,Exp_20260319_143008,59,haptic,40.0,20.0,19.82,0.18,1.003
11,Exp_20260319_143008,60,haptic,50.0,20.0,18.53,1.47,0.944
11,Exp_20260319_143008,61,haptic,20.0,10.0,9.17,0.83,0.600
11,Exp_20260319_143008,62,haptic,10.0,50.0,50.89,0.89,1.181
11,Exp_20260319_143008,63,haptic,10.0,0.0,-0.18,0.18,0.622
11,Exp_20260319_143008,64,haptic,10.0,30.0,29.12,0.88,0.899
11,Exp_20260319_143008,65,haptic,30.0,50.0,51.81,1.81,1.299
11,Exp_20260319_143008,66,haptic,30.0,20.0,18.77,1.23,0.555
11,Exp_20260319_143008,67,haptic,20.0,50.0,50.09,0.09,1.656
11,Exp_20260319_143008,68,haptic,0.0,30.0,31.62,1.62,1.104
11,Exp_20260319_143008,69,haptic,40.0,10.0,11.81,1.81,1.100
11,Exp_20260319_143008,70,haptic,10.0,50.0,51.05,1.05,1.020
11,Exp_20260319_143008,71,haptic,20.0,30.0,30.28,0.28,0.722
11,Exp_20260319_143008,72,haptic,50.0,20.0,18.02,1.98,0.678
11,Exp_20260319_143008,73,haptic,0.0,20.0,18.40,1.60,1.099
11,Exp_20260319_143008,74,haptic,30.0,10.0,9.91,0.09,0.877
11,Exp_20260319_143008,75,haptic,30.0,10.0,10.38,0.38,1.733
11,Exp_20260319_143008,76,haptic,10.0,20.0,18.04,1.96,1.117
11,Exp_20260319_143008,77,haptic,50.0,40.0,41.59,1.59,1.000
11,Exp_20260319_143008,78,haptic,30.0,40.0,39.74,0.26,1.943
11,Exp_20260319_143008,79,haptic,0.0,40.0,38.51,1.49,1.921
11,Exp_20260319_143008,80,haptic,40.0,10.0,10.21,0.21,1.099
11,Exp_20260319_143008,81,haptic,50.0,30.0,28.96,1.04,0.760
11,Exp_20260319_143008,82,haptic,40.0,10.0,9.72,0.28,1.899
11,Exp_20260319_143008,83,haptic,50.0,40.0,40.95,0.95,1.677
11,Exp_20260319_143008,84,haptic,30.0,40.0,38.39,1.61,1.702
11,Exp_20260319_143008,85,haptic,40.0,20.0,19.55,0.45,1.521
11,Exp_20260319_143008,86,haptic,30.0,50.0,50.51,0.51,1.663
11,Exp_20260319_143008,87,haptic,30.0,40.0,40.27,0.27,0.998
11,Exp_20260319_143008,88,haptic,0.0,10.0,8.99,1.01,1.522
11,Exp_20260319_143008,89,haptic,10.0,20.0,20.25,0.25,0.902
11,Exp_20260319_143008,90,haptic,40.0,20.0,19.08,0.92,1.443
