UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
16,Exp_20260320_143848,1,haptic,50.0,0.0,0.06,0.06,2.744
16,Exp_20260320_143848,2,haptic,40.0,50.0,48.40,1.60,1.857
16,Exp_20260320_143848,3,haptic,20.0,30.0,29.74,0.26,1.059
16,Exp_20260320_143848,4,haptic,0.0,10.0,9.03,0.97,1.345
16,Exp_20260320_143848,5,haptic,50.0,20.0,18.24,1.76,0.860
16,Exp_20260320_143848,6,haptic,0.0,40.0,40.67,0.67,1.659
16,Exp_20260320_143848,7,haptic,50.0,0.0,0.83,0.83,1.680
16,Exp_20260320_143848,8,haptic,40.0,10.0,9.62,0.38,0.892
16,Exp_20260320_143848,9,haptic,10.0,20.0,19.12,0.88,0.808
16,Exp_20260320_143848,10,haptic,0.0,20.0,19.98,0.02,1.035
16,Exp_20260320_143848,11,haptic,40.0,50.0,50.61,0.61,0.977
16,Exp_20260320_143848,12,haptic,50.0,40.0,38.34,1.66,0.754
16,Exp_20260320_143848,13,haptic,50.0,10.0,8.20,1.80,1.699
16,Exp_20260320_143848,14,haptic,40.0,10.0,8.92,1.08,1.577
16,Exp_20260320_143848,15,haptic,30.0,0.0,-0.30,0.30,0.679
16,Exp_20260320_143848,16,haptic,10.0,30.0,30.79,0.79,1.400
16,Exp_20260320_143848,17,haptic,10.0,0.0,1.67,1.67,0.842
16,Exp_20260320_143848,18,haptic,10.0,20.0,19.50,0.50,1.456
16,Exp_20260320_143848,19,haptic,10.0,40.0,38.51,1.49,0.960
16,Exp_20260320_143848,20,haptic,50.0,10.0,10.14,0.14,1.800
16,Exp_20260320_143848,21,haptic,20.0,10.0,8.87,1.13,0.852
16,Exp_20260320_143848,22,haptic,40.0,20.0,18.57,1.43,1.581
16,Exp_20260320_143848,23,haptic,10.0,50.0,49.32,0.68,1.921
16,Exp_20260320_143848,24,haptic,40.0,50.0,48.30,1.70,1.342
16,Exp_20260320_143848,25,haptic,40.0,10.0,10.01,0.01,1.277
16,Exp_20260320_143848,26,haptic,10.0,50.0,49.90,0.10,1.300
16,Exp_20260320_143848,27,haptic,50.0,30.0,29.34,0.66,1.234
16,Exp_20260320_143848,28,haptic,50.0,20.0,19.28,0.72,0.844
16,Exp_20260320_143848,29,haptic,40.0,30.0,29.62,0.38,0.479
16,Exp_20260320_143848,30,haptic,30.0,20.0,21.10,1.10,1.054
16,Exp_20260320_143848,31,haptic,50.0,20.0,19.65,0.35,1.620
16,Exp_20260320_143848,32,haptic,20.0,10.0,10.69,0.69,0.608
16,Exp_20260320_143848,33,haptic,20.0,30.0,30.81,0.81,1.100
16,Exp_20260320_143848,34,haptic,20.0,10.0,10.43,0.43,0.481
16,Exp_20260320_143848,35,haptic,50.0,30.0,29.45,0.55,1.122
16,Exp_20260320_143848,36,haptic,10.0,20.0,19.88,0.12,1.033
16,Exp_20260320_143848,37,haptic,40.0,0.0,-1.94,1.94,1.521
16,Exp_20260320_143848,38,haptic,40.0,20.0,19.20,0.80,0.581
16,Exp_20260320_143848,39,haptic,30.0,20.0,19.37,0.63,0.678
16,Exp_20260320_143848,40,haptic,10.0,30.0,29.24,0.76,1.721
16,Exp_20260320_143848,41,haptic,0.0,50.0,48.58,1.42,2.222
16,Exp_20260320_143848,42,haptic,40.0,0.0,1.49,1.49,2.141
16,Exp_20260320_143848,43,haptic,10.0,30.0,31.35,1.35,1.877
16,Exp_20260320_143848,44,haptic,30.0,0.0,1.67,1.67,1.016
16,Exp_20260320_143848,45,haptic,20.0,0.0,-1.78,1.78,0.722
16,Exp_20260320_143848,46,haptic,20.0,0.0,1.10,1.10,2.104
16,Exp_20260320_143848,47,haptic,30.0,40.0,39.86,0.14,1.201
16,Exp_20260320_143848,48,haptic,30.0,40.0,39.78,0.22,1.183
16,Exp_20260320_143848,49,haptic,0.0,50.0,50.46,0.46,1.322
16,Exp_20260320_143848,50,haptic,40.0,0.0,0.50,0.50,0.844
16,Exp_20260320_143848,51,haptic,0.0,20.0,20.59,0.59,1.224
16,Exp_20260320_143848,52,haptic,0.0,50.0,49.83,0.17,2.324
16,Exp_20260320_143848,53,haptic,0.0,10.0,11.82,1.82,1.239
16,Exp_20260320_143848,54,haptic,50.0,40.0,41.37,1.37,0.500
16,Exp_20260320_143848,55,haptic,0.0,20.0,18.53,1.47,1.642
16,Exp_20260320_143848,56,haptic,0.0,30.0,30.50,0.50,2.021
16,Exp_20260320_143848,57,haptic,40.0,30.0,29.57,0.43,0.933
16,Exp_20260320_143848,58,haptic,0.0,40.0,40.09,0.09,1.477
16,Exp_20260320_143848,59,haptic,20.0,50.0,48.98,1.02,2.065
16,Exp_20260320_143848,60,haptic,10.0,0.0,0.60,0.60,1.366
16,Exp_20260320_143848,61,haptic,20.0,40.0,39.83,0.17,1.149
16,Exp_20260320_143848,62,haptic,30.0,10.0,10.27,0.27,1.377
16,Exp_20260320_143848,63,haptic,40.0,20.0,21.83,1.83,0.900
16,Exp_20260320_143848,64,haptic,20.0,0.0,-0.08,0.08,1.078
16,Exp_20260320_143848,65,haptic,50.0,10.0,9.17,0.83,1.800
16,Exp_20260320_143848,66,haptic,0.0,30.0,31.12,1.12,1.300
16,Exp_20260320_143848,67,haptic,30.0,20.0,20.58,0.58,0.803
16,Exp_20260320_143848,68,haptic,30.0,50.0,48.33,1.67,1.000
16,Exp_20260320_143848,69,haptic,30.0,10.0,10.51,0.51,1.644
16,Exp_20260320_143848,70,haptic,0.0,10.0,11.14,1.14,2.466
16,Exp_20260320_143848,71,haptic,40.0,30.0,31.23,1.23,0.741
16,Exp_20260320_143848,72,haptic,30.0,50.0,48.31,1.69,1.122
16,Exp_20260320_143848,73,haptic,30.0,0.0,1.94,1.94,1.148
16,Exp_20260320_143848,74,haptic,20.0,50.0,49.91,0.09,1.277
16,Exp_20260320_143848,75,haptic,20.0,40.0,41.78,1.78,1.682
16,Exp_20260320_143848,76,haptic,30.0,40.0,39.35,0.65,1.321
16,Exp_20260320_143848,77,haptic,50.0,30.0,30.23,0.23,2.021
16,Exp_20260320_143848,78,haptic,30.0,10.0,11.49,1.49,1.199
16,Exp_20260320_143848,79,haptic,20.0,30.0,29.05,0.95,0.800
16,Exp_20260320_143848,80,haptic,10.0,50.0,49.75,0.25,2.859
16,Exp_20260320_143848,81,haptic,20.0,40.0,41.08,1.08,1.703
16,Exp_20260320_143848,82,haptic,0.0,30.0,28.40,1.60,1.402
16,Exp_20260320_143848,83,haptic,10.0,0.0,0.43,0.43,2.055
16,Exp_20260320_143848,84,haptic,20.0,50.0,48.53,1.47,2.280
16,Exp_20260320_143848,85,haptic,10.0,40.0,41.14,1.14,1.023
16,Exp_20260320_143848,86,haptic,50.0,0.0,1.30,1.30,1.022
16,Exp_20260320_143848,87,haptic,0.0,40.0,39.36,0.64,1.299
16,Exp_20260320_143848,88,haptic,10.0,40.0,40.12,0.12,1.321
16,Exp_20260320_143848,89,haptic,30.0,50.0,50.89,0.89,1.566
16,Exp_20260320_143848,90,haptic,50.0,40.0,40.45,0.45,2.198
