UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
10,Exp_20260318_131045,1,haptic,30.0,50.0,50.41,0.41,3.659
10,Exp_20260318_131045,2,haptic,0.0,10.0,10.69,0.69,2.844
10,Exp_20260318_131045,3,haptic,10.0,40.0,40.36,0.36,3.265
10,Exp_20260318_131045,4,haptic,50.0,0.0,0.33,0.33,6.164
10,Exp_20260318_131045,5,haptic,20.0,30.0,29.97,0.03,4.764
10,Exp_20260318_131045,6,haptic,20.0,10.0,11.74,1.74,4.020
10,Exp_20260318_131045,7,haptic,0.0,30.0,29.69,0.31,2.921
10,Exp_20260318_131045,8,haptic,50.0,0.0,1.20,1.20,4.144
10,Exp_20260318_131045,9,haptic,50.0,30.0,28.01,1.99,4.404
10,Exp_20260318_131045,10,haptic,50.0,30.0,30.39,0.39,3.499
10,Exp_20260318_131045,11,haptic,30.0,40.0,40.99,0.99,3.942
10,Exp_20260318_131045,12,haptic,30.0,50.0,49.82,0.18,3.298
10,Exp_20260318_131045,13,haptic,40.0,0.0,1.12,1.12,3.078
10,Exp_20260318_131045,14,haptic,30.0,0.0,0.13,0.13,2.256
10,Exp_20260318_131045,15,haptic,40.0,10.0,10.06,0.06,3.124
10,Exp_20260318_131045,16,haptic,20.0,40.0,40.25,0.25,2.622
10,Exp_20260318_131045,17,haptic,40.0,50.0,49.99,0.01,3.521
10,Exp_20260318_131045,18,haptic,10.0,50.0,50.48,0.48,4.479
10,Exp_20260318_131045,19,haptic,10.0,30.0,30.02,0.02,2.982
10,Exp_20260318_131045,20,haptic,40.0,30.0,30.42,0.42,3.420
10,Exp_20260318_131045,21,haptic,0.0,30.0,30.48,0.48,4.530
10,Exp_20260318_131045,22,haptic,30.0,0.0,-0.22,0.22,7.019
10,Exp_20260318_131045,23,haptic,10.0,40.0,40.91,0.91,3.202
10,Exp_20260318_131045,24,haptic,0.0,50.0,50.29,0.29,4.675
10,Exp_20260318_131045,25,haptic,0.0,50.0,50.77,0.77,3.349
10,Exp_20260318_131045,26,haptic,50.0,10.0,11.43,1.43,6.464
10,Exp_20260318_131045,27,haptic,30.0,0.0,-0.61,0.61,5.718
10,Exp_20260318_131045,28,haptic,30.0,50.0,50.50,0.50,2.842
10,Exp_20260318_131045,29,haptic,30.0,10.0,10.03,0.03,3.341
10,Exp_20260318_131045,30,haptic,10.0,20.0,20.49,0.49,2.499
10,Exp_20260318_131045,31,haptic,10.0,0.0,0.32,0.32,2.263
10,Exp_20260318_131045,32,haptic,20.0,0.0,0.24,0.24,4.736
10,Exp_20260318_131045,33,haptic,30.0,10.0,10.98,0.98,3.019
10,Exp_20260318_131045,34,haptic,10.0,50.0,50.22,0.22,3.698
10,Exp_20260318_131045,35,haptic,0.0,20.0,20.04,0.04,2.365
10,Exp_20260318_131045,36,haptic,40.0,10.0,10.09,0.09,2.821
10,Exp_20260318_131045,37,haptic,20.0,10.0,10.14,0.14,5.314
10,Exp_20260318_131045,38,haptic,50.0,0.0,1.21,1.21,4.098
10,Exp_20260318_131045,39,haptic,40.0,30.0,30.12,0.12,2.277
10,Exp_20260318_131045,40,haptic,20.0,30.0,30.51,0.51,3.037
10,Exp_20260318_131045,41,haptic,30.0,20.0,19.94,0.06,3.420
10,Exp_20260318_131045,42,haptic,0.0,30.0,29.74,0.26,2.199
10,Exp_20260318_131045,43,haptic,40.0,20.0,20.58,0.58,5.305
10,Exp_20260318_131045,44,haptic,40.0,0.0,0.00,0.00,2.543
10,Exp_20260318_131045,45,haptic,10.0,50.0,51.48,1.48,2.566
10,Exp_20260318_131045,46,haptic,30.0,20.0,20.03,0.03,3.019
10,Exp_20260318_131045,47,haptic,0.0,40.0,41.29,1.29,5.946
10,Exp_20260318_131045,48,haptic,10.0,0.0,1.15,1.15,3.243
10,Exp_20260318_131045,49,haptic,50.0,30.0,29.82,0.18,7.141
10,Exp_20260318_131045,50,haptic,50.0,10.0,9.69,0.31,6.064
10,Exp_20260318_131045,51,haptic,40.0,10.0,10.50,0.50,4.142
10,Exp_20260318_131045,52,haptic,50.0,20.0,19.47,0.53,5.843
10,Exp_20260318_131045,53,haptic,10.0,20.0,20.10,0.10,2.466
10,Exp_20260318_131045,54,haptic,30.0,20.0,20.20,0.20,4.801
10,Exp_20260318_131045,55,haptic,30.0,40.0,39.37,0.63,2.836
10,Exp_20260318_131045,56,haptic,0.0,40.0,40.57,0.57,3.525
10,Exp_20260318_131045,57,haptic,50.0,40.0,38.63,1.37,2.566
10,Exp_20260318_131045,58,haptic,40.0,20.0,21.03,1.03,3.416
10,Exp_20260318_131045,59,haptic,20.0,30.0,30.37,0.37,5.686
10,Exp_20260318_131045,60,haptic,50.0,20.0,21.10,1.10,4.458
10,Exp_20260318_131045,61,haptic,10.0,30.0,30.22,0.22,3.754
10,Exp_20260318_131045,62,haptic,30.0,40.0,40.13,0.13,1.600
10,Exp_20260318_131045,63,haptic,0.0,50.0,51.11,1.11,4.126
10,Exp_20260318_131045,64,haptic,40.0,50.0,50.92,0.92,2.021
10,Exp_20260318_131045,65,haptic,40.0,20.0,20.65,0.65,6.561
10,Exp_20260318_131045,66,haptic,0.0,20.0,20.17,0.17,4.858
10,Exp_20260318_131045,67,haptic,40.0,50.0,51.06,1.06,6.941
10,Exp_20260318_131045,68,haptic,10.0,30.0,30.68,0.68,6.919
10,Exp_20260318_131045,69,haptic,10.0,40.0,40.60,0.60,5.039
10,Exp_20260318_131045,70,haptic,10.0,20.0,21.31,1.31,4.376
10,Exp_20260318_131045,71,haptic,50.0,40.0,40.65,0.65,3.601
10,Exp_20260318_131045,72,haptic,40.0,30.0,30.03,0.03,4.020
10,Exp_20260318_131045,73,haptic,20.0,40.0,39.96,0.04,4.193
10,Exp_20260318_131045,74,haptic,0.0,10.0,10.31,0.31,2.959
10,Exp_20260318_131045,75,haptic,20.0,0.0,0.58,0.58,5.581
10,Exp_20260318_131045,76,haptic,20.0,50.0,50.72,0.72,1.983
10,Exp_20260318_131045,77,haptic,0.0,40.0,40.38,0.38,5.964
10,Exp_20260318_131045,78,haptic,0.0,10.0,10.74,0.74,5.598
10,Exp_20260318_131045,79,haptic,20.0,40.0,40.34,0.34,4.165
10,Exp_20260318_131045,80,haptic,0.0,20.0,20.57,0.57,5.859
10,Exp_20260318_131045,81,haptic,50.0,40.0,40.22,0.22,3.957
10,Exp_20260318_131045,82,haptic,50.0,20.0,20.90,0.90,4.043
10,Exp_20260318_131045,83,haptic,20.0,50.0,50.33,0.33,2.866
10,Exp_20260318_131045,84,haptic,50.0,10.0,10.20,0.20,3.355
10,Exp_20260318_131045,85,haptic,20.0,10.0,10.82,0.82,5.164
10,Exp_20260318_131045,86,haptic,20.0,50.0,50.48,0.48,4.544
10,Exp_20260318_131045,87,haptic,20.0,0.0,0.61,0.61,4.285
10,Exp_20260318_131045,88,haptic,10.0,0.0,0.28,0.28,5.153
10,Exp_20260318_131045,89,haptic,40.0,0.0,0.42,0.42,4.362
10,Exp_20260318_131045,90,haptic,30.0,10.0,10.42,0.42,3.616
