UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
8,Exp_20260318_101803,1,haptic,10.0,40.0,40.37,0.37,3.443
8,Exp_20260318_101803,2,haptic,30.0,40.0,39.61,0.39,2.754
8,Exp_20260318_101803,3,haptic,20.0,40.0,40.35,0.35,3.505
8,Exp_20260318_101803,4,haptic,40.0,20.0,19.74,0.26,4.654
8,Exp_20260318_101803,5,haptic,50.0,10.0,10.90,0.90,4.121
8,Exp_20260318_101803,6,haptic,40.0,30.0,29.90,0.10,3.735
8,Exp_20260318_101803,7,haptic,20.0,0.0,0.40,0.40,6.599
8,Exp_20260318_101803,8,haptic,10.0,0.0,0.43,0.43,4.077
8,Exp_20260318_101803,9,haptic,40.0,20.0,20.43,0.43,1.600
8,Exp_20260318_101803,10,haptic,10.0,30.0,30.06,0.06,2.322
8,Exp_20260318_101803,11,haptic,30.0,40.0,40.34,0.34,1.855
8,Exp_20260318_101803,12,haptic,0.0,40.0,38.73,1.27,4.579
8,Exp_20260318_101803,13,haptic,20.0,0.0,0.28,0.28,3.957
8,Exp_20260318_101803,14,haptic,50.0,20.0,20.69,0.69,3.300
8,Exp_20260318_101803,15,haptic,0.0,40.0,39.66,0.34,3.221
8,Exp_20260318_101803,16,haptic,30.0,50.0,50.02,0.02,2.502
8,Exp_20260318_101803,17,haptic,40.0,30.0,30.54,0.54,3.079
8,Exp_20260318_101803,18,haptic,50.0,30.0,29.40,0.60,1.561
8,Exp_20260318_101803,19,haptic,40.0,10.0,10.15,0.15,3.217
8,Exp_20260318_101803,20,haptic,50.0,40.0,38.74,1.26,2.016
8,Exp_20260318_101803,21,haptic,20.0,50.0,48.88,1.12,4.298
8,Exp_20260318_101803,22,haptic,20.0,40.0,40.66,0.66,2.703
8,Exp_20260318_101803,23,haptic,30.0,20.0,20.46,0.46,1.980
8,Exp_20260318_101803,24,haptic,0.0,30.0,30.56,0.56,4.723
8,Exp_20260318_101803,25,haptic,0.0,40.0,39.93,0.07,5.744
8,Exp_20260318_101803,26,haptic,20.0,50.0,50.28,0.28,2.004
8,Exp_20260318_101803,27,haptic,30.0,40.0,39.58,0.42,4.401
8,Exp_20260318_101803,28,haptic,50.0,30.0,31.26,1.26,3.901
8,Exp_20260318_101803,29,haptic,40.0,50.0,49.27,0.73,2.843
