UserID,ExpID,TrialNumber,Condition,StartHeight(mm),TargetHeight(mm),FinalHeight(mm),Error(mm),CompletionTime(s)
7,Exp_20260317_175116,1,haptic,30.0,40.0,39.77,0.23,0.711
7,Exp_20260317_175116,2,haptic,40.0,0.0,-0.60,0.60,1.567
7,Exp_20260317_175116,3,haptic,0.0,20.0,19.63,0.37,0.748
7,Exp_20260317_175116,4,haptic,50.0,10.0,11.45,1.45,0.999
7,Exp_20260317_175116,5,haptic,30.0,40.0,41.37,1.37,1.323
7,Exp_20260317_175116,6,haptic,30.0,10.0,10.05,0.05,1.607
7,Exp_20260317_175116,7,haptic,10.0,30.0,28.47,1.53,2.707
7,Exp_20260317_175116,8,haptic,10.0,0.0,0.98,0.98,0.785
7,Exp_20260317_175116,9,haptic,20.0,40.0,40.04,0.04,1.055
7,Exp_20260317_175116,10,haptic,20.0,0.0,1.11,1.11,1.200
7,Exp_20260317_175116,11,haptic,30.0,20.0,19.39,0.61,0.722
7,Exp_20260317_175116,12,haptic,40.0,10.0,8.87,1.13,1.566
7,Exp_20260317_175116,13,haptic,20.0,30.0,31.47,1.47,1.055
7,Exp_20260317_175116,14,haptic,40.0,0.0,-1.09,1.09,1.627
7,Exp_20260317_175116,15,haptic,40.0,30.0,28.07,1.93,0.568
7,Exp_20260317_175116,16,haptic,40.0,10.0,10.36,0.36,1.208
7,Exp_20260317_175116,17,haptic,0.0,10.0,11.05,1.05,1.043
7,Exp_20260317_175116,18,haptic,10.0,40.0,40.86,0.86,1.832
7,Exp_20260317_175116,19,haptic,0.0,40.0,40.64,0.64,1.977
7,Exp_20260317_175116,20,haptic,50.0,20.0,18.73,1.27,1.654
7,Exp_20260317_175116,21,haptic,20.0,30.0,30.30,0.30,0.855
7,Exp_20260317_175116,22,haptic,50.0,20.0,21.09,1.09,1.655
7,Exp_20260317_175116,23,haptic,20.0,30.0,30.53,0.53,0.922
7,Exp_20260317_175116,24,haptic,0.0,50.0,48.95,1.05,2.721
7,Exp_20260317_175116,25,haptic,30.0,40.0,38.74,1.26,1.065
7,Exp_20260317_175116,26,haptic,40.0,50.0,52.12,2.12,0.670
7,Exp_20260317_175116,27,haptic,0.0,20.0,20.78,0.78,1.699
7,Exp_20260317_175116,28,haptic,10.0,0.0,0.88,0.88,0.676
7,Exp_20260317_175116,29,haptic,50.0,0.0,-1.79,1.79,2.121
7,Exp_20260317_175116,30,haptic,20.0,50.0,51.38,1.38,1.599
7,Exp_20260317_175116,31,haptic,50.0,10.0,11.17,1.17,2.043
7,Exp_20260317_175116,32,haptic,0.0,10.0,11.44,1.44,2.213
7,Exp_20260317_175116,33,haptic,30.0,0.0,1.82,1.82,1.166
7,Exp_20260317_175116,34,haptic,10.0,20.0,19.27,0.73,2.944
7,Exp_20260317_175116,35,haptic,30.0,0.0,-0.56,0.56,1.065
7,Exp_20260317_175116,36,haptic,40.0,50.0,48.39,1.61,1.181
7,Exp_20260317_175116,37,haptic,0.0,50.0,48.50,1.50,1.899
7,Exp_20260317_175116,38,haptic,30.0,10.0,11.10,1.10,1.000
7,Exp_20260317_175116,39,haptic,0.0,30.0,29.45,0.55,2.725
