UserID,ExpID,TrialNumber,TimeSinceTrialStart(s),DistanceToTarget(mm)
4,Exp_20260317_143436,1,0.012,29.99
4,Exp_20260317_143436,1,0.025,29.96
4,Exp_20260317_143436,1,0.039,29.94
4,Exp_20260317_143436,1,0.049,29.89
4,Exp_20260317_143436,1,0.069,29.92
4,Exp_20260317_143436,1,0.082,29.90
4,Exp_20260317_143436,1,0.093,29.89
4,Exp_20260317_143436,1,0.112,29.90
4,Exp_20260317_143436,1,0.117,29.90
4,Exp_20260317_143436,1,0.138,29.94
4,Exp_20260317_143436,1,0.159,29.94
4,Exp_20260317_143436,1,0.172,29.89
4,Exp_20260317_143436,1,0.189,29.90
4,Exp_20260317_143436,1,0.201,29.91
4,Exp_20260317_143436,1,0.211,29.89
4,Exp_20260317_143436,1,0.222,29.87
4,Exp_20260317_143436,1,0.234,29.86
4,Exp_20260317_143436,1,0.244,29.84
4,Exp_20260317_143436,1,0.256,29.84
4,Exp_20260317_143436,1,0.269,29.84
4,Exp_20260317_143436,1,0.280,29.81
4,Exp_20260317_143436,1,0.292,29.74
4,Exp_20260317_143436,1,0.311,29.63
4,Exp_20260317_143436,1,0.322,29.56
4,Exp_20260317_143436,1,0.334,29.49
4,Exp_20260317_143436,1,0.345,29.44
4,Exp_20260317_143436,1,0.355,29.36
4,Exp_20260317_143436,1,0.366,29.23
4,Exp_20260317_143436,1,0.380,29.06
4,Exp_20260317_143436,1,0.392,28.86
4,Exp_20260317_143436,1,0.411,28.66
4,Exp_20260317_143436,1,0.422,28.52
4,Exp_20260317_143436,1,0.436,28.41
4,Exp_20260317_143436,1,0.448,28.18
4,Exp_20260317_143436,1,0.467,27.78
4,Exp_20260317_143436,1,0.478,27.56
4,Exp_20260317_143436,1,0.491,27.34
4,Exp_20260317_143436,1,0.509,27.00
4,Exp_20260317_143436,1,0.522,26.67
4,Exp_20260317_143436,1,0.533,26.38
4,Exp_20260317_143436,1,0.544,26.12
4,Exp_20260317_143436,1,0.555,25.87
4,Exp_20260317_143436,1,0.566,25.56
4,Exp_20260317_143436,1,0.570,25.44
4,Exp_20260317_143436,1,0.602,24.62
