UserID,Condition,Timestamp,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,IsTargetTrace,StrokeID,TargetID,TrailTypeID,SurfaceTypeID,DistToCenterline,Error_X,Error_Y,Error_Z
13,MidAir,0,-0.04613639,0.07421653,0.1570172,70.85511,273.829,171.2152,True,1,0,6,-1,0.004036552,0.001523614,0.002933331,0.002316877
13,MidAir,0.0136435,-0.04619986,0.07402852,0.1571024,70.84304,273.8801,171.3124,True,1,0,6,-1,0.003929114,0.001430143,0.002760924,0.002402067
13,MidAir,0.02312064,-0.04617855,0.07386321,0.1570658,70.86469,273.7603,171.2153,True,1,0,6,-1,0.003798851,0.001371454,0.002637208,0.002365485
13,MidAir,0.03279567,-0.04612252,0.07369694,0.1570752,70.89015,273.6167,171.0653,True,1,0,6,-1,0.003710422,0.001317482,0.002528146,0.002374858
13,MidAir,0.04412675,-0.04596708,0.07347515,0.1568273,70.92468,273.1405,170.4934,True,1,0,6,-1,0.003457439,0.001252919,0.002420753,0.002126977
13,MidAir,0.05514503,-0.04572416,0.0732206,0.1567092,70.98,272.8791,170.2721,True,1,0,6,-1,0.003295189,0.001205843,0.002316996,0.002008915
13,MidAir,0.06639361,-0.04549462,0.07295498,0.1565815,71.03014,272.6611,170.0933,True,1,0,6,-1,0.003114532,0.001145385,0.002202183,0.001881167
13,MidAir,0.0773468,-0.04553349,0.07284138,0.1564985,70.99583,272.6675,170.1935,True,1,0,6,-1,0.002969804,0.001086514,0.002098978,0.001798198
13,MidAir,0.08849502,-0.04548206,0.07270342,0.156506,70.99098,272.756,170.3369,True,1,0,6,-1,0.002896586,0.001047943,0.00200782,0.001805738
13,MidAir,0.0994823,-0.04542295,0.07256083,0.1565581,70.97994,272.9427,170.5701,True,1,0,6,-1,0.002853305,0.0009970479,0.001922436,0.001857817
13,MidAir,0.11078,-0.04521404,0.07242148,0.1569218,70.98801,273.3905,171.126,True,1,0,6,-1,0.003083424,0.0009859577,0.001897477,0.00222148
13,MidAir,0.1218092,-0.04493605,0.07222888,0.1571127,71.03253,273.6217,171.417,True,1,0,6,-1,0.003195589,0.0009639524,0.001860879,0.002412409
13,MidAir,0.132858,-0.04465193,0.07204174,0.1572202,71.07277,273.7421,171.6313,True,1,0,6,-1,0.003255256,0.0009480678,0.001829736,0.002519906
13,MidAir,0.1439912,-0.04454406,0.0718447,0.1572769,71.0888,273.7609,171.7323,True,1,0,6,-1,0.003222706,0.0008959435,0.001715899,0.00257659
13,MidAir,0.1551166,-0.04448684,0.07170691,0.1573294,71.09592,273.802,171.7796,True,1,0,6,-1,0.003208965,0.0008531623,0.001630105,0.002629131
13,MidAir,0.1662712,-0.0443727,0.07156505,0.1573957,71.12287,273.8366,171.8155,True,1,0,6,-1,0.003222773,0.0008172989,0.001566246,0.002695397
13,MidAir,0.1773174,-0.04420165,0.07144895,0.1574236,71.14937,273.7821,171.7133,True,1,0,6,-1,0.00323306,0.0008083507,0.001543753,0.002723247
13,MidAir,0.1893525,-0.04409485,0.07132235,0.1575006,71.13102,273.8309,171.7738,True,1,0,6,-1,0.003265348,0.0007751472,0.001489952,0.002800301
13,MidAir,0.1993923,-0.0439736,0.07119204,0.1574106,71.11181,273.7319,171.712,True,1,0,6,-1,0.003157462,0.0007464029,0.001437642,0.002710283
13,MidAir,0.2121911,-0.04373314,0.07102802,0.1573795,71.11021,273.8047,171.8836,True,1,0,6,-1,0.003113059,0.00072686,0.001408823,0.002679184
13,MidAir,0.2217202,-0.04355537,0.07089494,0.1574034,71.13036,273.9408,172.0848,True,1,0,6,-1,0.003115538,0.0007146299,0.001374543,0.002703056
13,MidAir,0.2326736,-0.04336097,0.07064719,0.1573836,71.16699,274.0779,172.3253,True,1,0,6,-1,0.003035433,0.0006590299,0.001256794,0.002683282
13,MidAir,0.2442806,-0.0428826,0.07034586,0.1575566,71.30427,274.4913,172.8741,True,1,0,6,-1,0.003168925,0.0006374046,0.001215465,0.002856299
13,MidAir,0.254966,-0.0424676,0.07008399,0.1577142,71.41649,274.7869,173.2189,True,1,0,6,-1,0.003294942,0.0006124005,0.001182392,0.003013894
13,MidAir,0.266201,-0.0420169,0.06981295,0.157875,71.53735,275.0428,173.5049,True,1,0,6,-1,0.003430214,0.0006031021,0.001150556,0.003174722
